"TOOL_URL","TOOL_IDENTIFIER","COUNTRY","CR","LANGUAGE","LR"
"//creativecommons.org/licenses/by-nc/4.0","CC BY-NC 4.0","","","Slovenian","lang_sl"
"//creativecommons.org/licenses/by-nc/4.0","CC BY-NC 4.0","","","Spanish","lang_es"
"//creativecommons.org/licenses/by-nc/4.0","CC BY-NC 4.0","","","Swedish","lang_sv"
"//creativecommons.org/licenses/by-nc/4.0","CC BY-NC 4.0","","","Turkish","lang_tr"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Arabic","lang_ar"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Bulgarian","lang_bg"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Catalan","lang_ca"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Chinese (Simplified)","lang_zh-CN"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Chinese (Traditional)","lang_zh-TW"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Croatian","lang_hr"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Czech","lang_cs"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Danish","lang_da"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Dutch","lang_nl"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","English","lang_en"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Estonian","lang_et"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Finnish","lang_fi"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","French","lang_fr"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","German","lang_de"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Greek","lang_el"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Hebrew","lang_iw"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Hungarian","lang_hu"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Icelandic","lang_is"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Indonesian","lang_id"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Italian","lang_it"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Japanese","lang_ja"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Korean","lang_ko"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Latvian","lang_lv"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Lithuanian","lang_lt"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Norwegian","lang_no"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Polish","lang_pl"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Portuguese","lang_pt"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Romanian","lang_ro"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Russian","lang_ru"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Serbian","lang_sr"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Slovak","lang_sk"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Slovenian","lang_sl"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Spanish","lang_es"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Swedish","lang_sv"
"//creativecommons.org/licenses/by-nc-nd/4.0","CC BY-NC-ND 4.0","","","Turkish","lang_tr"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Arabic","lang_ar"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Bulgarian","lang_bg"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Catalan","lang_ca"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Chinese (Simplified)","lang_zh-CN"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Chinese (Traditional)","lang_zh-TW"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Croatian","lang_hr"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Czech","lang_cs"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Danish","lang_da"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Dutch","lang_nl"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","English","lang_en"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Estonian","lang_et"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Finnish","lang_fi"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","French","lang_fr"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","German","lang_de"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Greek","lang_el"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Hebrew","lang_iw"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Hungarian","lang_hu"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Icelandic","lang_is"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Indonesian","lang_id"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Italian","lang_it"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Japanese","lang_ja"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Korean","lang_ko"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Latvian","lang_lv"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Lithuanian","lang_lt"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Norwegian","lang_no"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Polish","lang_pl"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Portuguese","lang_pt"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Romanian","lang_ro"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Russian","lang_ru"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Serbian","lang_sr"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Slovak","lang_sk"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Slovenian","lang_sl"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Spanish","lang_es"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Swedish","lang_sv"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","","","Turkish","lang_tr"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Arabic","lang_ar"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Bulgarian","lang_bg"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Catalan","lang_ca"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Chinese (Simplified)","lang_zh-CN"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Chinese (Traditional)","lang_zh-TW"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Croatian","lang_hr"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Czech","lang_cs"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Danish","lang_da"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Dutch","lang_nl"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","English","lang_en"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Estonian","lang_et"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Finnish","lang_fi"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","French","lang_fr"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","German","lang_de"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Greek","lang_el"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Hebrew","lang_iw"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Hungarian","lang_hu"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Icelandic","lang_is"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Indonesian","lang_id"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Italian","lang_it"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Japanese","lang_ja"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Korean","lang_ko"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Latvian","lang_lv"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Lithuanian","lang_lt"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Norwegian","lang_no"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Polish","lang_pl"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Portuguese","lang_pt"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Romanian","lang_ro"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Russian","lang_ru"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Serbian","lang_sr"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Slovak","lang_sk"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Slovenian","lang_sl"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Spanish","lang_es"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Swedish","lang_sv"
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","","","Turkish","lang_tr"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Arabic","lang_ar"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Bulgarian","lang_bg"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Catalan","lang_ca"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Chinese (Simplified)","lang_zh-CN"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Chinese (Traditional)","lang_zh-TW"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Croatian","lang_hr"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Czech","lang_cs"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Danish","lang_da"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Dutch","lang_nl"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","English","lang_en"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Estonian","lang_et"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Finnish","lang_fi"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","French","lang_fr"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","German","lang_de"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Greek","lang_el"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Hebrew","lang_iw"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Hungarian","lang_hu"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Icelandic","lang_is"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Indonesian","lang_id"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Italian","lang_it"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Japanese","lang_ja"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Korean","lang_ko"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Latvian","lang_lv"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Lithuanian","lang_lt"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Norwegian","lang_no"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Polish","lang_pl"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Portuguese","lang_pt"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Romanian","lang_ro"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Russian","lang_ru"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Serbian","lang_sr"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Slovak","lang_sk"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Slovenian","lang_sl"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Spanish","lang_es"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Swedish","lang_sv"
"//creativecommons.org/licenses/by-sa/4.0","CC BY-SA 4.0","","","Turkish","lang_tr"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Arabic","lang_ar"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Bulgarian","lang_bg"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Catalan","lang_ca"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Chinese (Simplified)","lang_zh-CN"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Chinese (Traditional)","lang_zh-TW"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Croatian","lang_hr"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Czech","lang_cs"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Danish","lang_da"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Dutch","lang_nl"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","English","lang_en"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Estonian","lang_et"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Finnish","lang_fi"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","French","lang_fr"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","German","lang_de"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Greek","lang_el"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Hebrew","lang_iw"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Hungarian","lang_hu"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Icelandic","lang_is"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Indonesian","lang_id"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Italian","lang_it"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Japanese","lang_ja"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Korean","lang_ko"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Latvian","lang_lv"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Lithuanian","lang_lt"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Norwegian","lang_no"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Polish","lang_pl"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Portuguese","lang_pt"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Romanian","lang_ro"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Russian","lang_ru"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Serbian","lang_sr"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Slovak","lang_sk"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Slovenian","lang_sl"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Spanish","lang_es"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Swedish","lang_sv"
"//creativecommons.org/publicdomain/mark/1.0","PDM 1.0","","","Turkish","lang_tr"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Arabic","lang_ar"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Bulgarian","lang_bg"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Catalan","lang_ca"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Chinese (Simplified)","lang_zh-CN"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Chinese (Traditional)","lang_zh-TW"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Croatian","lang_hr"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Czech","lang_cs"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Danish","lang_da"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Dutch","lang_nl"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","English","lang_en"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Estonian","lang_et"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Finnish","lang_fi"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","French","lang_fr"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","German","lang_de"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Greek","lang_el"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Hebrew","lang_iw"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Hungarian","lang_hu"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Icelandic","lang_is"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Indonesian","lang_id"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Italian","lang_it"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Japanese","lang_ja"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Korean","lang_ko"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Latvian","lang_lv"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Lithuanian","lang_lt"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Norwegian","lang_no"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Polish","lang_pl"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Portuguese","lang_pt"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Romanian","lang_ro"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Russian","lang_ru"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Serbian","lang_sr"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Slovak","lang_sk"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Slovenian","lang_sl"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Spanish","lang_es"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Swedish","lang_sv"
"//creativecommons.org/publicdomain/zero/1.0","CC0 1.0","","","Turkish","lang_tr"
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Afghanistan","countryAF","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Albania","countryAL","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Algeria","countryDZ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","American Samoa","countryAS","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Andorra","countryAD","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Angola","countryAO","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Anguilla","countryAI","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Antarctica","countryAQ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Antigua and Barbuda","countryAG","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Argentina","countryAR","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Armenia","countryAM","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Aruba","countryAW","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Australia","countryAU","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Austria","countryAT","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Azerbaijan","countryAZ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bahamas","countryBS","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bahrain","countryBH","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bangladesh","countryBD","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Barbados","countryBB","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Belarus","countryBY","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Belgium","countryBE","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Belize","countryBZ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Benin","countryBJ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bermuda","countryBM","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bhutan","countryBT","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bolivia","countryBO","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bosnia and Herzegovina","countryBA","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Botswana","countryBW","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bouvet Island","countryBV","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Brazil","countryBR","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","British Indian Ocean Territory","countryIO","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Brunei Darussalam","countryBN","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Bulgaria","countryBG","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Burkina Faso","countryBF","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Burundi","countryBI","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cambodia","countryKH","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cameroon","countryCM","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Canada","countryCA","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cape Verde","countryCV","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cayman Islands","countryKY","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Central African Republic","countryCF","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Chad","countryTD","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Chile","countryCL","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","China","countryCN","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Christmas Island","countryCX","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cocos (Keeling) Islands","countryCC","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Colombia","countryCO","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Comoros","countryKM","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Congo","countryCG","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Congo, the Democratic Republic of the","countryCD","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cook Islands","countryCK","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Costa Rica","countryCR","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cote D'ivoire","countryCI","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Croatia (Hrvatska)","countryHR","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cuba","countryCU","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Cyprus","countryCY","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Czech Republic","countryCZ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Denmark","countryDK","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Djibouti","countryDJ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Dominica","countryDM","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Dominican Republic","countryDO","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","East Timor","countryTP","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Ecuador","countryEC","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Egypt","countryEG","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","El Salvador","countrySV","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Equatorial Guinea","countryGQ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Eritrea","countryER","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Estonia","countryEE","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Ethiopia","countryET","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","European Union","countryEU","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Falkland Islands (Malvinas)","countryFK","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Faroe Islands","countryFO","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Fiji","countryFJ","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","Finland","countryFI","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","France","countryFR","",""
"//creativecommons.org/licenses/by/4.0","CC BY 4.0","France, Metropolitan","countryFX","",""
