"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"110","CC BY-ND 3.0 DE","20900000"
"111","CC BY-SA 3.0 DE","228000000"
"112","CC BY 3.0 EC","171000000"
"113","CC BY-NC 3.0 EC","42200000"
"114","CC BY-NC-ND 3.0 EC","7490000"
"115","CC BY-NC-SA 3.0 EC","18000000"
"116","CC BY-ND 3.0 EC","5680000"
"117","CC BY-SA 3.0 EC","86100000"
"118","CC BY 3.0 EE","11900000"
"119","CC BY-NC 3.0 EE","770000"
"120","CC BY-NC-ND 3.0 EE","476000"
"121","CC BY-NC-SA 3.0 EE","530000"
"122","CC BY-ND 3.0 EE","11800000"
"123","CC BY-SA 3.0 EE","2790000"
"124","CC BY 3.0 EG","118000000"
"125","CC BY-NC 3.0 EG","26800000"
"126","CC BY-NC-ND 3.0 EG","24100000"
"127","CC BY-NC-SA 3.0 EG","10400000"
"128","CC BY-ND 3.0 EG","17100000"
"129","CC BY-SA 3.0 EG","49900000"
"130","CC BY 3.0 ES","29800000"
"131","CC BY-NC 3.0 ES","7000000"
"132","CC BY-NC-ND 3.0 ES","5410000"
"133","CC BY-NC-SA 3.0 ES","971000"
"134","CC BY-ND 3.0 ES","3330000"
"135","CC BY-SA 3.0 ES","20800000"
"136","CC BY 3.0 FR","491000000"
"137","CC BY-NC 3.0 FR","169000000"
"138","CC BY-NC-ND 3.0 FR","21100000"
"139","CC BY-NC-SA 3.0 FR","80600000"
"140","CC BY-ND 3.0 FR","140000000"
"141","CC BY-SA 3.0 FR","261000000"
"142","CC BY 3.0 GE","114000000"
"143","CC BY-NC 3.0 GE","27300000"
"144","CC BY-NC-ND 3.0 GE","684000"
"145","CC BY-NC-SA 3.0 GE","12700000"
"146","CC BY-ND 3.0 GE","22800000"
"147","CC BY-SA 3.0 GE","58600000"
"148","CC BY 3.0 GR","62500000"
"149","CC BY-NC 3.0 GR","15800000"
"150","CC BY-NC-ND 3.0 GR","15200000"
"151","CC BY-NC-SA 3.0 GR","5210000"
"152","CC BY-ND 3.0 GR","10700000"
"153","CC BY-SA 3.0 GR","25400000"
"154","CC BY 3.0 GT","28800000"
"155","CC BY-NC 3.0 GT","5930000"
"156","CC BY-NC-ND 3.0 GT","259000"
"157","CC BY-NC-SA 3.0 GT","704000"
"158","CC BY-ND 3.0 GT","5210000"
"159","CC BY-SA 3.0 GT","13900000"
"160","CC BY 3.0 HK","13800000"
"161","CC BY-NC 3.0 HK","715000"
"162","CC BY-NC-ND 3.0 HK","295000"
"163","CC BY-NC-SA 3.0 HK","326000"
"164","CC BY-ND 3.0 HK","13800000"
"165","CC BY-SA 3.0 HK","2120000"
"166","CC BY 3.0 HR","45200000"
"167","CC BY-NC 3.0 HR","10500000"
"168","CC BY-NC-ND 3.0 HR","844000"
"169","CC BY-NC-SA 3.0 HR","1030000"
"170","CC BY-ND 3.0 HR","44900000"
"171","CC BY-SA 3.0 HR","21500000"
"172","CC BY 3.0 IE","283000000"
"173","CC BY-NC 3.0 IE","80500000"
"174","CC BY-NC-ND 3.0 IE","1020000"
"175","CC BY-NC-SA 3.0 IE","30400000"
"176","CC BY-ND 3.0 IE","56100000"
"177","CC BY-SA 3.0 IE","146000000"
"178","CC BY 3.0 IGO","215000"
"179","CC BY-NC 3.0 IGO","135000"
"180","CC BY-NC-ND 3.0 IGO","62800"
"181","CC BY-NC-SA 3.0 IGO","107000"
"182","CC BY-ND 3.0 IGO","210000"
"183","CC BY-SA 3.0 IGO","149000"
"184","CC BY 3.0 IT","491000000"
"185","CC BY-NC 3.0 IT","176000000"
"186","CC BY-NC-ND 3.0 IT","39900000"
"187","CC BY-NC-SA 3.0 IT","80800000"
"188","CC BY-ND 3.0 IT","142000000"
"189","CC BY-SA 3.0 IT","264000000"
"190","CC BY 3.0 LU","28600000"
"191","CC BY-NC 3.0 LU","6530000"
"192","CC BY-NC-ND 3.0 LU","637000"
"193","CC BY-NC-SA 3.0 LU","686000"
"194","CC BY-ND 3.0 LU","28600000"
"195","CC BY-SA 3.0 LU","14700000"
"196","CC BY 3.0 NL","14600000"
"197","CC BY-NC 3.0 NL","639000"
"198","CC BY-NC-ND 3.0 NL","297000"
"199","CC BY-NC-SA 3.0 NL","321000"
"200","CC BY-ND 3.0 NL","14400000"
"201","CC BY-SA 3.0 NL","7590000"
"202","CC BY 3.0 NO","490000000"
"203","CC BY-NC 3.0 NO","167000000"
"204","CC BY-NC-ND 3.0 NO","16600000"
"205","CC BY-NC-SA 3.0 NO","81400000"
"206","CC BY-ND 3.0 NO","166000000"
"207","CC BY-SA 3.0 NO","252000000"
"208","CC BY 3.0 NZ","393000"
"209","CC BY-NC 3.0 NZ","200000"
"210","CC BY-NC-ND 3.0 NZ","160000"
"211","CC BY-NC-SA 3.0 NZ","107000"
"212","CC BY-ND 3.0 NZ","165000"
"213","CC BY-SA 3.0 NZ","206000"
"214","CC BY 3.0 PH","194000000"
"215","CC BY-NC 3.0 PH","51200000"
"216","CC BY-NC-ND 3.0 PH","887000"
"217","CC BY-NC-SA 3.0 PH","21500000"
"218","CC BY-ND 3.0 PH","45800000"
"219","CC BY-SA 3.0 PH","101000000"
"220","CC BY 3.0 PL","87700000"
"221","CC BY-NC 3.0 PL","18100000"
"222","CC BY-NC-ND 3.0 PL","393000"
"223","CC BY-NC-SA 3.0 PL","6960000"
"224","CC BY-ND 3.0 PL","692000"
"225","CC BY-SA 3.0 PL","45300000"
"226","CC BY 3.0 PR","22300000"
"227","CC BY-NC 3.0 PR","5000000"
"228","CC BY-NC-ND 3.0 PR","4260000"
"229","CC BY-NC-SA 3.0 PR","762000"
"230","CC BY-ND 3.0 PR","2380000"
"231","CC BY-SA 3.0 PR","9950000"
"232","CC BY 3.0 PT","109000000"
"233","CC BY-NC 3.0 PT","27500000"
"234","CC BY-NC-ND 3.0 PT","657000"
"235","CC BY-NC-SA 3.0 PT","9170000"
"236","CC BY-ND 3.0 PT","21200000"
"237","CC BY-SA 3.0 PT","51600000"
"238","CC BY 3.0 RO","10700000"
"239","CC BY-NC 3.0 RO","1070000"
"240","CC BY-NC-ND 3.0 RO","624000"
"241","CC BY-NC-SA 3.0 RO","601000"
"242","CC BY-ND 3.0 RO","11000000"
"243","CC BY-SA 3.0 RO","4150000"
"244","CC BY 3.0 RS","26000000"
"245","CC BY-NC 3.0 RS","6490000"
"246","CC BY-NC-ND 3.0 RS","5670000"
"247","CC BY-NC-SA 3.0 RS","816000"
"248","CC BY-ND 3.0 RS","3010000"
"249","CC BY-SA 3.0 RS","12600000"
"250","CC BY 3.0 SG","21000000"
"251","CC BY-NC 3.0 SG","3030000"
"252","CC BY-NC-ND 3.0 SG","416000"
"253","CC BY-NC-SA 3.0 SG","589000"
"254","CC BY-ND 3.0 SG","22800000"
"255","CC BY-SA 3.0 SG","9780000"
"256","CC BY 3.0 TH","163000000"
"257","CC BY-NC 3.0 TH","48300000"
"258","CC BY-NC-ND 3.0 TH","22800000"
"259","CC BY-NC-SA 3.0 TH","19800000"
"260","CC BY-ND 3.0 TH","170000000"
"261","CC BY-SA 3.0 TH","77100000"
"262","CC BY 3.0 TW","71700000"
"263","CC BY-NC 3.0 TW","19000000"
"264","CC BY-NC-ND 3.0 TW","4800000"
"265","CC BY-NC-SA 3.0 TW","2990000"
"266","CC BY-ND 3.0 TW","75500000"
"267","CC BY-SA 3.0 TW","23600000"
"268","CC BY 3.0 UG","72100000"
"269","CC BY-NC 3.0 UG","18400000"
"270","CC BY-NC-ND 3.0 UG","358000"
"271","CC BY-NC-SA 3.0 UG","5700000"
"272","CC BY-ND 3.0 UG","18000000"
"273","CC BY-SA 3.0 UG","29400000"
"274","CC BY 3.0 US","474000000"
"275","CC BY-NC 3.0 US","152000000"
"276","CC BY-NC-ND 3.0 US","24800000"
"277","CC BY-NC-SA 3.0 US","67100000"
"278","CC BY-ND 3.0 US","16600000"
"279","CC BY-SA 3.0 US","240000000"
"280","CC BY 3.0 VE","132000000"
"281","CC BY-NC 3.0 VE","44300000"
"282","CC BY-NC-ND 3.0 VE","17200000"
"283","CC BY-NC-SA 3.0 VE","17300000"
"284","CC BY-ND 3.0 VE","153000000"
"285","CC BY-SA 3.0 VE","71000000"
"286","CC BY 3.0 VN","3300000"
"287","CC BY-NC 3.0 VN","308000"
"288","CC BY-NC-ND 3.0 VN","182000"
"289","CC BY-NC-SA 3.0 VN","187000"
"290","CC BY-ND 3.0 VN","3950000"
"291","CC BY-SA 3.0 VN","502000"
"292","CC BY 3.0 ZA","4440000"
"293","CC BY-NC 3.0 ZA","348000"
"294","CC BY-NC-ND 3.0 ZA","220000"
"295","CC BY-NC-SA 3.0 ZA","231000"
"296","CC BY-ND 3.0 ZA","3650000"
"297","CC BY-SA 3.0 ZA","706000"
"298","CC BY 2.5 AR","62100000"
"299","CC BY-NC 2.5 AR","13700000"
"300","CC BY-NC-ND 2.5 AR","13600000"
"301","CC BY-NC-SA 2.5 AR","4870000"
"302","CC BY-ND 2.5 AR","10600000"
"303","CC BY-SA 2.5 AR","28600000"
"304","CC BY 2.5 AU","44500000"
"305","CC BY-NC 2.5 AU","7610000"
"306","CC BY-NC-ND 2.5 AU","7750000"
"307","CC BY-NC-SA 2.5 AU","846000"
"308","CC BY-ND 2.5 AU","5990000"
"309","CC BY-SA 2.5 AU","19300000"
"310","CC BY 2.5 BG","28600000"
"311","CC BY-NC 2.5 BG","3330000"
"312","CC BY-NC-ND 2.5 BG","3550000"
"313","CC BY-NC-SA 2.5 BG","624000"
"314","CC BY-ND 2.5 BG","1150000"
"315","CC BY-SA 2.5 BG","14800000"
"316","CC BY 2.5 BR","48800000"
"317","CC BY-NC 2.5 BR","11300000"
"318","CC BY-NC-ND 2.5 BR","11500000"
"319","CC BY-NC-SA 2.5 BR","1260000"
"320","CC BY-ND 2.5 BR","6610000"
"321","CC BY-SA 2.5 BR","22100000"
"322","CC BY 2.5 CA","133000000"
"323","CC BY-NC 2.5 CA","28100000"
"324","CC BY-NC-ND 2.5 CA","28100000"
"325","CC BY-NC-SA 2.5 CA","12300000"
"326","CC BY-ND 2.5 CA","22700000"
"327","CC BY-SA 2.5 CA","61600000"
"328","CC BY 2.5 CH","92700000"
"329","CC BY-NC 2.5 CH","18900000"
"330","CC BY-NC-ND 2.5 CH","19100000"
"331","CC BY-NC-SA 2.5 CH","7000000"
"332","CC BY-ND 2.5 CH","15400000"
"333","CC BY-SA 2.5 CH","38500000"
"334","CC BY 2.5 CN","24700000"
"335","CC BY-NC 2.5 CN","2730000"
"336","CC BY-NC-ND 2.5 CN","2930000"
"337","CC BY-NC-SA 2.5 CN","523000"
"338","CC BY-ND 2.5 CN","24700000"
"339","CC BY-SA 2.5 CN","12200000"
"340","CC BY 2.5 CO","158000000"
"341","CC BY-NC 2.5 CO","29500000"
"342","CC BY-NC-ND 2.5 CO","29900000"
"343","CC BY-NC-SA 2.5 CO","14100000"
"344","CC BY-ND 2.5 CO","24600000"
"345","CC BY-SA 2.5 CO","68400000"
"346","CC BY 2.5 DK","19900000"
"347","CC BY-NC 2.5 DK","755000"
"348","CC BY-NC-ND 2.5 DK","767000"
"349","CC BY-NC-SA 2.5 DK","376000"
"350","CC BY-ND 2.5 DK","679000"
"351","CC BY-SA 2.5 DK","7990000"
"352","CC BY 2.5 ES","41600000"
"353","CC BY-NC 2.5 ES","7860000"
"354","CC BY-NC-ND 2.5 ES","7980000"
"355","CC BY-NC-SA 2.5 ES","1460000"
"356","CC BY-ND 2.5 ES","6210000"
"357","CC BY-SA 2.5 ES","21200000"
"358","CC BY 2.5 HR","76800000"
"359","CC BY-NC 2.5 HR","16600000"
"360","CC BY-NC-ND 2.5 HR","16800000"
"361","CC BY-NC-SA 2.5 HR","5500000"
"362","CC BY-ND 2.5 HR","12000000"
"363","CC BY-SA 2.5 HR","29000000"
"364","CC BY 2.5 HU","53500000"
"365","CC BY-NC 2.5 HU","12000000"
"366","CC BY-NC-ND 2.5 HU","12500000"
"367","CC BY-NC-SA 2.5 HU","1340000"
"368","CC BY-ND 2.5 HU","8490000"
"369","CC BY-SA 2.5 HU","24900000"
"370","CC BY 2.5 IL","34800000"
"371","CC BY-NC 2.5 IL","7680000"
"372","CC BY-NC-ND 2.5 IL","7790000"
"373","CC BY-NC-SA 2.5 IL","811000"
"374","CC BY-ND 2.5 IL","3940000"
"375","CC BY-SA 2.5 IL","17900000"
"376","CC BY 2.5 IN","196000000"
"377","CC BY-NC 2.5 IN","48000000"
"378","CC BY-NC-ND 2.5 IN","48400000"
"379","CC BY-NC-SA 2.5 IN","20400000"
"380","CC BY-ND 2.5 IN","33900000"
"381","CC BY-SA 2.5 IN","94000000"
"382","CC BY 2.5 IT","196000000"
"383","CC BY-NC 2.5 IT","48100000"
"384","CC BY-NC-ND 2.5 IT","48400000"
"385","CC BY-NC-SA 2.5 IT","20600000"
"386","CC BY-ND 2.5 IT","34200000"
"387","CC BY-SA 2.5 IT","94300000"
"388","CC BY 2.5 MK","33700000"
"389","CC BY-NC 2.5 MK","5830000"
"390","CC BY-NC-ND 2.5 MK","5920000"
"391","CC BY-NC-SA 2.5 MK","671000"
"392","CC BY-ND 2.5 MK","2190000"
"393","CC BY-SA 2.5 MK","18000000"
"394","CC BY 2.5 MT","44800000"
"395","CC BY-NC 2.5 MT","8900000"
"396","CC BY-NC-ND 2.5 MT","9060000"
"397","CC BY-NC-SA 2.5 MT","977000"
"398","CC BY-ND 2.5 MT","6060000"
"399","CC BY-SA 2.5 MT","21700000"
"400","CC BY 2.5 MX","11600000"
"401","CC BY-NC 2.5 MX","488000"
"402","CC BY-NC-ND 2.5 MX","497000"
"403","CC BY-NC-SA 2.5 MX","282000"
"404","CC BY-ND 2.5 MX","506000"
"405","CC BY-SA 2.5 MX","1120000"
"406","CC BY 2.5 MY","113000000"
"407","CC BY-NC 2.5 MY","13500000"
"408","CC BY-NC-ND 2.5 MY","13600000"
"409","CC BY-NC-SA 2.5 MY","1750000"
"410","CC BY-ND 2.5 MY","9720000"
"411","CC BY-SA 2.5 MY","28600000"
"412","CC BY 2.5 NL","18300000"
"413","CC BY-NC 2.5 NL","674000"
"414","CC BY-NC-ND 2.5 NL","679000"
"415","CC BY-NC-SA 2.5 NL","366000"
"416","CC BY-ND 2.5 NL","645000"
"417","CC BY-SA 2.5 NL","7530000"
"418","CC BY 2.5 PE","32300000"
"419","CC BY-NC 2.5 PE","2730000"
"420","CC BY-NC-ND 2.5 PE","5860000"
"421","CC BY-NC-SA 2.5 PE","785000"
"422","CC BY-ND 2.5 PE","1850000"
"423","CC BY-SA 2.5 PE","16200000"
"424","CC BY 2.5 PL","24000000"
"425","CC BY-NC 2.5 PL","1280000"
"426","CC BY-NC-ND 2.5 PL","1360000"
"427","CC BY-NC-SA 2.5 PL","644000"
"428","CC BY-ND 2.5 PL","972000"
"429","CC BY-SA 2.5 PL","12700000"
"430","CC BY 2.5 PT","139000000"
"431","CC BY-NC 2.5 PT","26800000"
"432","CC BY-NC-ND 2.5 PT","27000000"
"433","CC BY-NC-SA 2.5 PT","12000000"
"434","CC BY-ND 2.5 PT","21700000"
"435","CC BY-SA 2.5 PT","59100000"
"436","CC BY 2.5 SCOTLAND","397000"
"437","CC BY-NC 2.5 SCOTLAND","140000"
"438","CC BY-NC-ND 2.5 SCOTLAND","141000"
"439","CC BY-NC-SA 2.5 SCOTLAND","90000"
"440","CC BY-ND 2.5 SCOTLAND","148000"
"441","CC BY-SA 2.5 SCOTLAND","215000"
"442","CC BY 2.5 SE","70800000"
"443","CC BY-NC 2.5 SE","15800000"
"444","CC BY-NC-ND 2.5 SE","16000000"
"445","CC BY-NC-SA 2.5 SE","5960000"
"446","CC BY-ND 2.5 SE","12000000"
"447","CC BY-SA 2.5 SE","31500000"
"448","CC BY 2.5 SI","33000000"
"449","CC BY-NC 2.5 SI","5760000"
"450","CC BY-NC-ND 2.5 SI","5810000"
"451","CC BY-NC-SA 2.5 SI","774000"
"452","CC BY-ND 2.5 SI","3820000"
"453","CC BY-SA 2.5 SI","16400000"
"454","CC BY 2.5 TW","14200000"
"455","CC BY-NC 2.5 TW","671000"
"456","CC BY-NC-ND 2.5 TW","674000"
"457","CC BY-NC-SA 2.5 TW","427000"
"458","CC BY-ND 2.5 TW","681000"
"459","CC BY-SA 2.5 TW","2900000"
"460","CC BY 2.5 ZA","4800000"
"461","CC BY-NC 2.5 ZA","335000"
"462","CC BY-NC-ND 2.5 ZA","337000"
"463","CC BY-NC-SA 2.5 ZA","242000"
"464","CC BY-ND 2.5 ZA","365000"
"465","CC BY-SA 2.5 ZA","678000"
"466","CC BY 2.1 AU","48500000"
"467","CC BY-NC 2.1 AU","9340000"
"468","CC BY-NC-ND 2.1 AU","8530000"
"469","CC BY-NC-SA 2.1 AU","944000"
"470","CC BY-ND 2.1 AU","6880000"
"471","CC BY-SA 2.1 AU","23000000"
"472","CC BY 2.1 CA","125000000"
"473","CC BY-NC 2.1 CA","27400000"
"474","CC BY-NC-ND 2.1 CA","26300000"
"475","CC BY-NC-SA 2.1 CA","13200000"
"476","CC BY-ND 2.1 CA","23600000"
"477","CC BY-SA 2.1 CA","65700000"
"478","CC BY 2.1 ES","43500000"
"479","CC BY-NC 2.1 ES","8670000"
"480","CC BY-NC-ND 2.1 ES","8010000"
"481","CC BY-NC-SA 2.1 ES","1410000"
"482","CC BY-ND 2.1 ES","6980000"
"483","CC BY-SA 2.1 ES","22100000"
"484","CC BY 2.1 JP","96100000"
"485","CC BY-NC 2.1 JP","21000000"
"486","CC BY-NC-ND 2.1 JP","20300000"
"487","CC BY-NC-SA 2.1 JP","8350000"
"488","CC BY-ND 2.1 JP","16600000"
"489","CC BY-SA 2.1 JP","42700000"
"490","CC BY 2.0 AT","491000000"
"491","CC BY-NC 2.0 AT","169000000"
"492","CC BY-NC-ND 2.0 AT","169000000"
"493","CC BY-NC-SA 2.0 AT","81100000"
"494","CC BY-ND 2.0 AT","151000000"
"495","CC BY-SA 2.0 AT","267000000"
"496","CC BY 2.0 AU","183000000"
"497","CC BY-NC 2.0 AU","37600000"
"498","CC BY-NC-ND 2.0 AU","37600000"
"499","CC BY-NC-SA 2.0 AU","15500000"
"500","CC BY-ND 2.0 AU","37300000"
"501","CC BY-SA 2.0 AU","82200000"
"502","CC BY 2.0 BE","491000000"
"503","CC BY-NC 2.0 BE","168000000"
"504","CC BY-NC-ND 2.0 BE","169000000"
"505","CC BY-NC-SA 2.0 BE","81100000"
"506","CC BY-ND 2.0 BE","151000000"
"507","CC BY-SA 2.0 BE","267000000"
"508","CC BY 2.0 BR","25400000"
"509","CC BY-NC 2.0 BR","6320000"
"510","CC BY-NC-ND 2.0 BR","6350000"
"511","CC BY-NC-SA 2.0 BR","712000"
"512","CC BY-ND 2.0 BR","2320000"
"513","CC BY-SA 2.0 BR","14800000"
"514","CC BY 2.0 CA","80500000"
"515","CC BY-NC 2.0 CA","21900000"
"516","CC BY-NC-ND 2.0 CA","18200000"
"517","CC BY-NC-SA 2.0 CA","8740000"
"518","CC BY-ND 2.0 CA","16800000"
"519","CC BY-SA 2.0 CA","31800000"
"520","CC BY 2.0 CL","157000000"
"521","CC BY-NC 2.0 CL","38700000"
"522","CC BY-NC-ND 2.0 CL","38800000"
"523","CC BY-NC-SA 2.0 CL","19100000"
"524","CC BY-ND 2.0 CL","27900000"
"525","CC BY-SA 2.0 CL","85900000"
"526","CC BY 2.0 DE","106000000"
"527","CC BY-NC 2.0 DE","133000000"
"528","CC BY-NC-ND 2.0 DE","133000000"
"529","CC BY-NC-SA 2.0 DE","65400000"
"530","CC BY-ND 2.0 DE","112000000"
"531","CC BY-SA 2.0 DE","231000000"
"532","CC BY 2.0 ES","161000000"
"533","CC BY-NC 2.0 ES","38000000"
"534","CC BY-NC-ND 2.0 ES","37900000"
"535","CC BY-NC-SA 2.0 ES","17600000"
"536","CC BY-ND 2.0 ES","34500000"
"537","CC BY-SA 2.0 ES","85200000"
"538","CC BY 2.0 FR","138000000"
"539","CC BY-NC 2.0 FR","34200000"
"540","CC BY-NC-ND 2.0 FR","26600000"
"541","CC BY-NC-SA 2.0 FR","11500000"
"542","CC BY-ND 2.0 FR","20500000"
"543","CC BY-SA 2.0 FR","54900000"
"544","CC BY 2.0 HR","184000000"
"545","CC BY-NC 2.0 HR","47200000"
"546","CC BY-NC-ND 2.0 HR","47200000"
"547","CC BY-NC-SA 2.0 HR","18700000"
"548","CC BY-ND 2.0 HR","32500000"
"549","CC BY-SA 2.0 HR","98500000"
"550","CC BY 2.0 IT","491000000"
"551","CC BY-NC 2.0 IT","169000000"
"552","CC BY-NC-ND 2.0 IT","169000000"
"553","CC BY-NC-SA 2.0 IT","81100000"
"554","CC BY-ND 2.0 IT","151000000"
"555","CC BY-SA 2.0 IT","267000000"
"556","CC BY 2.0 JP","62000000"
"557","CC BY-NC 2.0 JP","16600000"
"558","CC BY-NC-ND 2.0 JP","16600000"
"559","CC BY-NC-SA 2.0 JP","5420000"
"560","CC BY-ND 2.0 JP","11900000"
"561","CC BY-ND-NC 2.0 JP","1650000"
"562","CC BY-SA 2.0 JP","28800000"
"563","CC BY 2.0 KR","12500000"
"564","CC BY-NC 2.0 KR","705000"
"565","CC BY-NC-ND 2.0 KR","705000"
"566","CC BY-NC-SA 2.0 KR","315000"
"567","CC BY-ND 2.0 KR","623000"
"568","CC BY-SA 2.0 KR","1610000"
"569","CC BY 2.0 NL","12000000"
"570","CC BY-NC 2.0 NL","585000"
"571","CC BY-NC-ND 2.0 NL","585000"
"572","CC BY-NC-SA 2.0 NL","315000"
"573","CC BY-ND 2.0 NL","562000"
"574","CC BY-SA 2.0 NL","6020000"
"575","CC BY 2.0 PL","15900000"
"576","CC BY-NC 2.0 PL","748000"
"577","CC BY-NC-ND 2.0 PL","747000"
"578","CC BY-NC-SA 2.0 PL","541000"
"579","CC BY-ND 2.0 PL","730000"
"580","CC BY-SA 2.0 PL","8870000"
"581","CC BY 2.0 TW","55500000"
"582","CC BY-NC 2.0 TW","15300000"
"583","CC BY-NC-ND 2.0 TW","15300000"
"584","CC BY-NC-SA 2.0 TW","794000"
"585","CC BY-ND 2.0 TW","8030000"
"586","CC BY-SA 2.0 TW","22700000"
"587","CC BY 2.0 UK","49000000"
"588","CC BY-NC 2.0 UK","68000000"
"589","CC BY-NC-ND 2.0 UK","68000000"
"590","CC BY-NC-SA 2.0 UK","25100000"
"591","CC BY-ND 2.0 UK","62400000"
"592","CC BY-SA 2.0 UK","130000000"
"593","CC BY 2.0 ZA","25900000"
"594","CC BY-NC 2.0 ZA","3830000"
"595","CC BY-NC-ND 2.0 ZA","3790000"
"596","CC BY-NC-SA 2.0 ZA","692000"
"597","CC BY-ND 2.0 ZA","1580000"
"598","CC BY-SA 2.0 ZA","14100000"
"599","CC BY 1.0 FI","12900000"
"600","CC BY-NC 1.0 FI","651000"
