"PLAN_INDEX","TOOL_IDENTIFIER","LANGUAGE","COUNT"
"806","CC BY-ND 4.0","German","85100"
"807","CC BY-ND 4.0","Greek","9420"
"808","CC BY-ND 4.0","Hebrew","202"
"809","CC BY-ND 4.0","Hungarian","3840"
"810","CC BY-ND 4.0","Icelandic","4"
"811","CC BY-ND 4.0","Indonesian","108000"
"812","CC BY-ND 4.0","Italian","17200"
"813","CC BY-ND 4.0","Japanese","23500"
"814","CC BY-ND 4.0","Korean","13700"
"815","CC BY-ND 4.0","Latvian","140"
"816","CC BY-ND 4.0","Lithuanian","7380"
"817","CC BY-ND 4.0","Norwegian","3460"
"818","CC BY-ND 4.0","Polish","20300"
"819","CC BY-ND 4.0","Portuguese","85200"
"820","CC BY-ND 4.0","Romanian","3370"
"821","CC BY-ND 4.0","Russian","17500"
"822","CC BY-ND 4.0","Serbian","3240"
"823","CC BY-ND 4.0","Slovak","1410"
"824","CC BY-ND 4.0","Slovenian","61800"
"825","CC BY-ND 4.0","Spanish","338000"
"826","CC BY-ND 4.0","Swedish","12500"
"827","CC BY-ND 4.0","Turkish","26900"
"828","CC BY-SA 4.0","Arabic","16200"
"829","CC BY-SA 4.0","Bulgarian","8010"
"830","CC BY-SA 4.0","Catalan","22300"
"831","CC BY-SA 4.0","Chinese (Simplified)","41800"
"832","CC BY-SA 4.0","Chinese (Traditional)","11700"
"833","CC BY-SA 4.0","Croatian","48500"
"834","CC BY-SA 4.0","Czech","45100"
"835","CC BY-SA 4.0","Danish","18200"
"836","CC BY-SA 4.0","Dutch","80100"
"837","CC BY-SA 4.0","English","162000000"
"838","CC BY-SA 4.0","Estonian","4400"
"839","CC BY-SA 4.0","Finnish","16200"
"840","CC BY-SA 4.0","French","427000"
"841","CC BY-SA 4.0","German","1050000"
"842","CC BY-SA 4.0","Greek","27700"
"843","CC BY-SA 4.0","Hebrew","7620"
"844","CC BY-SA 4.0","Hungarian","22300"
"845","CC BY-SA 4.0","Icelandic","3630"
"846","CC BY-SA 4.0","Indonesian","333000"
"847","CC BY-SA 4.0","Italian","292000"
"848","CC BY-SA 4.0","Japanese","177000"
"849","CC BY-SA 4.0","Korean","37200"
"850","CC BY-SA 4.0","Latvian","7960"
"851","CC BY-SA 4.0","Lithuanian","7720"
"852","CC BY-SA 4.0","Norwegian","32400"
"853","CC BY-SA 4.0","Polish","136000"
"854","CC BY-SA 4.0","Portuguese","513000"
"855","CC BY-SA 4.0","Romanian","25000"
"856","CC BY-SA 4.0","Russian","114000"
"857","CC BY-SA 4.0","Serbian","63600"
"858","CC BY-SA 4.0","Slovak","27400"
"859","CC BY-SA 4.0","Slovenian","113000"
"860","CC BY-SA 4.0","Spanish","4370000"
"861","CC BY-SA 4.0","Swedish","38700"
"862","CC BY-SA 4.0","Turkish","188000"
"863","PDM 1.0","Arabic","4140"
"864","PDM 1.0","Bulgarian","2470"
"865","PDM 1.0","Catalan","3070"
"866","PDM 1.0","Chinese (Simplified)","11400"
"867","PDM 1.0","Chinese (Traditional)","4160"
"868","PDM 1.0","Croatian","2120"
"869","PDM 1.0","Czech","10800"
"870","PDM 1.0","Danish","6700"
"871","PDM 1.0","Dutch","42200"
"872","PDM 1.0","English","5400000"
"873","PDM 1.0","Estonian","2100"
"874","PDM 1.0","Finnish","2140"
"875","PDM 1.0","French","54900"
"876","PDM 1.0","German","50600"
"877","PDM 1.0","Greek","5"
"878","PDM 1.0","Hebrew","1470"
"879","PDM 1.0","Hungarian","2800"
"880","PDM 1.0","Icelandic","900"
"881","PDM 1.0","Indonesian","4180"
"882","PDM 1.0","Italian","29800"
"883","PDM 1.0","Japanese","13500"
"884","PDM 1.0","Korean","5280"
"885","PDM 1.0","Latvian","402"
"886","PDM 1.0","Lithuanian","7"
"887","PDM 1.0","Norwegian","5860"
"888","PDM 1.0","Polish","13900"
"889","PDM 1.0","Portuguese","18100"
"890","PDM 1.0","Romanian","1710"
"891","PDM 1.0","Russian","14800"
"892","PDM 1.0","Serbian","1640"
"893","PDM 1.0","Slovak","1680"
"894","PDM 1.0","Slovenian","7"
"895","PDM 1.0","Spanish","42100"
"896","PDM 1.0","Swedish","14100"
"897","PDM 1.0","Turkish","3060"
"898","CC0 1.0","Arabic","7870"
"899","CC0 1.0","Bulgarian","3580"
"900","CC0 1.0","Catalan","5080"
"901","CC0 1.0","Chinese (Simplified)","16700"
"902","CC0 1.0","Chinese (Traditional)","7670"
"903","CC0 1.0","Croatian","3560"
"904","CC0 1.0","Czech","18600"
"905","CC0 1.0","Danish","23400"
"906","CC0 1.0","Dutch","73900"
"907","CC0 1.0","English","24000000"
"908","CC0 1.0","Estonian","4060"
"909","CC0 1.0","Finnish","6300"
"910","CC0 1.0","French","60000"
"911","CC0 1.0","German","78900"
"912","CC0 1.0","Greek","7810"
"913","CC0 1.0","Hebrew","2740"
"914","CC0 1.0","Hungarian","5840"
"915","CC0 1.0","Icelandic","1500"
"916","CC0 1.0","Indonesian","6890"
"917","CC0 1.0","Italian","46200"
"918","CC0 1.0","Japanese","14700"
"919","CC0 1.0","Korean","7000"
"920","CC0 1.0","Latvian","1570"
"921","CC0 1.0","Lithuanian","2270"
"922","CC0 1.0","Norwegian","6130"
"923","CC0 1.0","Polish","21100"
"924","CC0 1.0","Portuguese","27200"
"925","CC0 1.0","Romanian","5290"
"926","CC0 1.0","Russian","30800"
"927","CC0 1.0","Serbian","31500"
"928","CC0 1.0","Slovak","3920"
"929","CC0 1.0","Slovenian","4110"
"930","CC0 1.0","Spanish","75100"
"931","CC0 1.0","Swedish","30000"
"932","CC0 1.0","Turkish","5040"
