"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"81","CC BY-SA 3.0 CH","33000000"
"82","CC BY 3.0 CL","178000000"
"83","CC BY-NC 3.0 CL","52200000"
"84","CC BY-NC-ND 3.0 CL","9690000"
"85","CC BY-NC-SA 3.0 CL","23200000"
"86","CC BY-ND 3.0 CL","5640000"
"87","CC BY-SA 3.0 CL","104000000"
"88","CC BY 3.0 CN","22300000"
"89","CC BY-NC 3.0 CN","3020000"
"90","CC BY-NC-ND 3.0 CN","413000"
"91","CC BY-NC-SA 3.0 CN","409000"
"92","CC BY-ND 3.0 CN","22300000"
"93","CC BY-SA 3.0 CN","7970000"
"94","CC BY 3.0 CR","35500000"
"95","CC BY-NC 3.0 CR","6650000"
"96","CC BY-NC-ND 3.0 CR","739000"
"97","CC BY-NC-SA 3.0 CR","869000"
"98","CC BY-ND 3.0 CR","36700000"
"99","CC BY-SA 3.0 CR","21400000"
"100","CC BY 3.0 CZ","399000"
"101","CC BY-NC 3.0 CZ","173000"
"102","CC BY-NC-ND 3.0 CZ","108000"
"103","CC BY-NC-SA 3.0 CZ","96200"
"104","CC BY-ND 3.0 CZ","415000"
"105","CC BY-SA 3.0 CZ","215000"
"106","CC BY 3.0 DE","448000000"
"107","CC BY-NC 3.0 DE","160000000"
"108","CC BY-NC-ND 3.0 DE","38300000"
"109","CC BY-NC-SA 3.0 DE","80600000"
"110","CC BY-ND 3.0 DE","29000000"
"111","CC BY-SA 3.0 DE","244000000"
"112","CC BY 3.0 EC","196000000"
"113","CC BY-NC 3.0 EC","53900000"
"114","CC BY-NC-ND 3.0 EC","9920000"
"115","CC BY-NC-SA 3.0 EC","22100000"
"116","CC BY-ND 3.0 EC","7160000"
"117","CC BY-SA 3.0 EC","102000000"
"118","CC BY 3.0 EE","14400000"
"119","CC BY-NC 3.0 EE","1060000"
"120","CC BY-NC-ND 3.0 EE","546000"
"121","CC BY-NC-SA 3.0 EE","575000"
"122","CC BY-ND 3.0 EE","14300000"
"123","CC BY-SA 3.0 EE","3840000"
"124","CC BY 3.0 EG","142000000"
"125","CC BY-NC 3.0 EG","35000000"
"126","CC BY-NC-ND 3.0 EG","30800000"
"127","CC BY-NC-SA 3.0 EG","13300000"
"128","CC BY-ND 3.0 EG","21000000"
"129","CC BY-SA 3.0 EG","64800000"
"130","CC BY 3.0 ES","39800000"
"131","CC BY-NC 3.0 ES","9690000"
"132","CC BY-NC-ND 3.0 ES","7380000"
"133","CC BY-NC-SA 3.0 ES","1440000"
"134","CC BY-ND 3.0 ES","5520000"
"135","CC BY-SA 3.0 ES","26000000"
"136","CC BY 3.0 FR","558000000"
"137","CC BY-NC 3.0 FR","198000000"
"138","CC BY-NC-ND 3.0 FR","35000000"
"139","CC BY-NC-SA 3.0 FR","99800000"
"140","CC BY-ND 3.0 FR","172000000"
"141","CC BY-SA 3.0 FR","276000000"
"142","CC BY 3.0 GE","131000000"
"143","CC BY-NC 3.0 GE","33600000"
"144","CC BY-NC-ND 3.0 GE","762000"
"145","CC BY-NC-SA 3.0 GE","15500000"
"146","CC BY-ND 3.0 GE","27800000"
"147","CC BY-SA 3.0 GE","70200000"
"148","CC BY 3.0 GR","79000000"
"149","CC BY-NC 3.0 GR","19200000"
"150","CC BY-NC-ND 3.0 GR","18500000"
"151","CC BY-NC-SA 3.0 GR","6180000"
"152","CC BY-ND 3.0 GR","13000000"
"153","CC BY-SA 3.0 GR","32000000"
"154","CC BY 3.0 GT","36600000"
"155","CC BY-NC 3.0 GT","8170000"
"156","CC BY-NC-ND 3.0 GT","303000"
"157","CC BY-NC-SA 3.0 GT","812000"
"158","CC BY-ND 3.0 GT","7950000"
"159","CC BY-SA 3.0 GT","17000000"
"160","CC BY 3.0 HK","17000000"
"161","CC BY-NC 3.0 HK","922000"
"162","CC BY-NC-ND 3.0 HK","322000"
"163","CC BY-NC-SA 3.0 HK","349000"
"164","CC BY-ND 3.0 HK","17000000"
"165","CC BY-SA 3.0 HK","3500000"
"166","CC BY 3.0 HR","57800000"
"167","CC BY-NC 3.0 HR","13300000"
"168","CC BY-NC-ND 3.0 HR","1810000"
"169","CC BY-NC-SA 3.0 HR","1790000"
"170","CC BY-ND 3.0 HR","57500000"
"171","CC BY-SA 3.0 HR","25100000"
"172","CC BY 3.0 IE","305000000"
"173","CC BY-NC 3.0 IE","96900000"
"174","CC BY-NC-ND 3.0 IE","1460000"
"175","CC BY-NC-SA 3.0 IE","38100000"
"176","CC BY-ND 3.0 IE","71600000"
"177","CC BY-SA 3.0 IE","167000000"
"178","CC BY 3.0 IGO","234000"
"179","CC BY-NC 3.0 IGO","149000"
"180","CC BY-NC-ND 3.0 IGO","75200"
"181","CC BY-NC-SA 3.0 IGO","112000"
"182","CC BY-ND 3.0 IGO","229000"
"183","CC BY-SA 3.0 IGO","158000"
"184","CC BY 3.0 IT","565000000"
"185","CC BY-NC 3.0 IT","206000000"
"186","CC BY-NC-ND 3.0 IT","63900000"
"187","CC BY-NC-SA 3.0 IT","101000000"
"188","CC BY-ND 3.0 IT","174000000"
"189","CC BY-SA 3.0 IT","280000000"
"190","CC BY 3.0 LU","35600000"
"191","CC BY-NC 3.0 LU","7980000"
"192","CC BY-NC-ND 3.0 LU","707000"
"193","CC BY-NC-SA 3.0 LU","772000"
"194","CC BY-ND 3.0 LU","35600000"
"195","CC BY-SA 3.0 LU","17400000"
"196","CC BY 3.0 NL","17700000"
"197","CC BY-NC 3.0 NL","767000"
"198","CC BY-NC-ND 3.0 NL","321000"
"199","CC BY-NC-SA 3.0 NL","528000"
"200","CC BY-ND 3.0 NL","17400000"
"201","CC BY-SA 3.0 NL","9520000"
"202","CC BY 3.0 NO","553000000"
"203","CC BY-NC 3.0 NO","197000000"
"204","CC BY-NC-ND 3.0 NO","24800000"
"205","CC BY-NC-SA 3.0 NO","99700000"
"206","CC BY-ND 3.0 NO","196000000"
"207","CC BY-SA 3.0 NO","268000000"
"208","CC BY 3.0 NZ","614000"
"209","CC BY-NC 3.0 NZ","212000"
"210","CC BY-NC-ND 3.0 NZ","186000"
"211","CC BY-NC-SA 3.0 NZ","108000"
"212","CC BY-ND 3.0 NZ","177000"
"213","CC BY-SA 3.0 NZ","244000"
"214","CC BY 3.0 PH","215000000"
"215","CC BY-NC 3.0 PH","64300000"
"216","CC BY-NC-ND 3.0 PH","1250000"
"217","CC BY-NC-SA 3.0 PH","26400000"
"218","CC BY-ND 3.0 PH","59500000"
"219","CC BY-SA 3.0 PH","119000000"
"220","CC BY 3.0 PL","106000000"
"221","CC BY-NC 3.0 PL","22400000"
"222","CC BY-NC-ND 3.0 PL","422000"
"223","CC BY-NC-SA 3.0 PL","9390000"
"224","CC BY-ND 3.0 PL","799000"
"225","CC BY-SA 3.0 PL","55200000"
"226","CC BY 3.0 PR","28000000"
"227","CC BY-NC 3.0 PR","6310000"
"228","CC BY-NC-ND 3.0 PR","5990000"
"229","CC BY-NC-SA 3.0 PR","922000"
"230","CC BY-ND 3.0 PR","3140000"
"231","CC BY-SA 3.0 PR","13000000"
"232","CC BY 3.0 PT","130000000"
"233","CC BY-NC 3.0 PT","37200000"
"234","CC BY-NC-ND 3.0 PT","3560000"
"235","CC BY-NC-SA 3.0 PT","12200000"
"236","CC BY-ND 3.0 PT","27600000"
"237","CC BY-SA 3.0 PT","63200000"
"238","CC BY 3.0 RO","13800000"
"239","CC BY-NC 3.0 RO","2260000"
"240","CC BY-NC-ND 3.0 RO","725000"
"241","CC BY-NC-SA 3.0 RO","664000"
"242","CC BY-ND 3.0 RO","14200000"
"243","CC BY-SA 3.0 RO","5600000"
"244","CC BY 3.0 RS","32400000"
"245","CC BY-NC 3.0 RS","8060000"
"246","CC BY-NC-ND 3.0 RS","6640000"
"247","CC BY-NC-SA 3.0 RS","1040000"
"248","CC BY-ND 3.0 RS","4030000"
"249","CC BY-SA 3.0 RS","15500000"
"250","CC BY 3.0 SG","25800000"
"251","CC BY-NC 3.0 SG","4830000"
"252","CC BY-NC-ND 3.0 SG","501000"
"253","CC BY-NC-SA 3.0 SG","663000"
"254","CC BY-ND 3.0 SG","28100000"
"255","CC BY-SA 3.0 SG","12300000"
"256","CC BY 3.0 TH","196000000"
"257","CC BY-NC 3.0 TH","72400000"
"258","CC BY-NC-ND 3.0 TH","37300000"
"259","CC BY-NC-SA 3.0 TH","27900000"
"260","CC BY-ND 3.0 TH","202000000"
"261","CC BY-SA 3.0 TH","98400000"
"262","CC BY 3.0 TW","98200000"
"263","CC BY-NC 3.0 TW","25200000"
"264","CC BY-NC-ND 3.0 TW","9500000"
"265","CC BY-NC-SA 3.0 TW","5260000"
"266","CC BY-ND 3.0 TW","103000000"
"267","CC BY-SA 3.0 TW","30700000"
"268","CC BY 3.0 UG","88000000"
"269","CC BY-NC 3.0 UG","21600000"
"270","CC BY-NC-ND 3.0 UG","379000"
"271","CC BY-NC-SA 3.0 UG","7000000"
"272","CC BY-ND 3.0 UG","21500000"
"273","CC BY-SA 3.0 UG","36200000"
"274","CC BY 3.0 US","503000000"
"275","CC BY-NC 3.0 US","162000000"
"276","CC BY-NC-ND 3.0 US","29600000"
"277","CC BY-NC-SA 3.0 US","70400000"
"278","CC BY-ND 3.0 US","20900000"
"279","CC BY-SA 3.0 US","241000000"
"280","CC BY 3.0 VE","161000000"
"281","CC BY-NC 3.0 VE","63300000"
"282","CC BY-NC-ND 3.0 VE","26300000"
"283","CC BY-NC-SA 3.0 VE","23200000"
"284","CC BY-ND 3.0 VE","182000000"
"285","CC BY-SA 3.0 VE","89600000"
"286","CC BY 3.0 VN","4510000"
"287","CC BY-NC 3.0 VN","330000"
"288","CC BY-NC-ND 3.0 VN","198000"
"289","CC BY-NC-SA 3.0 VN","200000"
"290","CC BY-ND 3.0 VN","5360000"
"291","CC BY-SA 3.0 VN","590000"
"292","CC BY 3.0 ZA","5880000"
"293","CC BY-NC 3.0 ZA","437000"
"294","CC BY-NC-ND 3.0 ZA","231000"
"295","CC BY-NC-SA 3.0 ZA","237000"
"296","CC BY-ND 3.0 ZA","4510000"
"297","CC BY-SA 3.0 ZA","837000"
"298","CC BY 2.5 AR","73500000"
"299","CC BY-NC 2.5 AR","15800000"
"300","CC BY-NC-ND 2.5 AR","15800000"
"301","CC BY-NC-SA 2.5 AR","5980000"
"302","CC BY-ND 2.5 AR","12700000"
"303","CC BY-SA 2.5 AR","34500000"
"304","CC BY 2.5 AU","54500000"
"305","CC BY-NC 2.5 AU","9510000"
"306","CC BY-NC-ND 2.5 AU","9690000"
"307","CC BY-NC-SA 2.5 AU","1110000"
"308","CC BY-ND 2.5 AU","7230000"
"309","CC BY-SA 2.5 AU","23300000"
"310","CC BY 2.5 BG","34900000"
"311","CC BY-NC 2.5 BG","4830000"
"312","CC BY-NC-ND 2.5 BG","5190000"
"313","CC BY-NC-SA 2.5 BG","701000"
"314","CC BY-ND 2.5 BG","1790000"
"315","CC BY-SA 2.5 BG","17400000"
"316","CC BY 2.5 BR","60100000"
"317","CC BY-NC 2.5 BR","13200000"
"318","CC BY-NC-ND 2.5 BR","13300000"
"319","CC BY-NC-SA 2.5 BR","1890000"
"320","CC BY-ND 2.5 BR","7990000"
"321","CC BY-SA 2.5 BR","26200000"
"322","CC BY 2.5 CA","151000000"
"323","CC BY-NC 2.5 CA","34100000"
"324","CC BY-NC-ND 2.5 CA","34100000"
"325","CC BY-NC-SA 2.5 CA","14200000"
"326","CC BY-ND 2.5 CA","26700000"
"327","CC BY-SA 2.5 CA","73500000"
"328","CC BY 2.5 CH","107000000"
"329","CC BY-NC 2.5 CH","22000000"
"330","CC BY-NC-ND 2.5 CH","22200000"
"331","CC BY-NC-SA 2.5 CH","8540000"
"332","CC BY-ND 2.5 CH","106000000"
"333","CC BY-SA 2.5 CH","46900000"
"334","CC BY 2.5 CN","28900000"
"335","CC BY-NC 2.5 CN","3840000"
"336","CC BY-NC-ND 2.5 CN","4230000"
"337","CC BY-NC-SA 2.5 CN","564000"
"338","CC BY-ND 2.5 CN","28900000"
"339","CC BY-SA 2.5 CN","14000000"
"340","CC BY 2.5 CO","173000000"
"341","CC BY-NC 2.5 CO","36300000"
"342","CC BY-NC-ND 2.5 CO","36900000"
"343","CC BY-NC-SA 2.5 CO","16500000"
"344","CC BY-ND 2.5 CO","29400000"
"345","CC BY-SA 2.5 CO","81100000"
"346","CC BY 2.5 DK","23300000"
"347","CC BY-NC 2.5 DK","860000"
"348","CC BY-NC-ND 2.5 DK","871000"
"349","CC BY-NC-SA 2.5 DK","401000"
"350","CC BY-ND 2.5 DK","747000"
"351","CC BY-SA 2.5 DK","10300000"
"352","CC BY 2.5 ES","51300000"
"353","CC BY-NC 2.5 ES","9780000"
"354","CC BY-NC-ND 2.5 ES","9920000"
"355","CC BY-NC-SA 2.5 ES","2090000"
"356","CC BY-ND 2.5 ES","7350000"
"357","CC BY-SA 2.5 ES","25300000"
"358","CC BY 2.5 HR","88000000"
"359","CC BY-NC 2.5 HR","18400000"
"360","CC BY-NC-ND 2.5 HR","18600000"
"361","CC BY-NC-SA 2.5 HR","6020000"
"362","CC BY-ND 2.5 HR","13100000"
"363","CC BY-SA 2.5 HR","33900000"
"364","CC BY 2.5 HU","63200000"
"365","CC BY-NC 2.5 HU","13700000"
"366","CC BY-NC-ND 2.5 HU","14200000"
"367","CC BY-NC-SA 2.5 HU","2150000"
"368","CC BY-ND 2.5 HU","10100000"
"369","CC BY-SA 2.5 HU","29100000"
"370","CC BY 2.5 IL","42500000"
"371","CC BY-NC 2.5 IL","9330000"
"372","CC BY-NC-ND 2.5 IL","9490000"
"373","CC BY-NC-SA 2.5 IL","1010000"
"374","CC BY-ND 2.5 IL","5310000"
"375","CC BY-SA 2.5 IL","20900000"
"376","CC BY 2.5 IN","216000000"
"377","CC BY-NC 2.5 IN","60000000"
"378","CC BY-NC-ND 2.5 IN","60400000"
"379","CC BY-NC-SA 2.5 IN","23900000"
"380","CC BY-ND 2.5 IN","41600000"
"381","CC BY-SA 2.5 IN","109000000"
"382","CC BY 2.5 IT","217000000"
"383","CC BY-NC 2.5 IT","60100000"
"384","CC BY-NC-ND 2.5 IT","60400000"
"385","CC BY-NC-SA 2.5 IT","24100000"
"386","CC BY-ND 2.5 IT","42000000"
"387","CC BY-SA 2.5 IT","110000000"
"388","CC BY 2.5 MK","40800000"
"389","CC BY-NC 2.5 MK","6900000"
"390","CC BY-NC-ND 2.5 MK","7050000"
"391","CC BY-NC-SA 2.5 MK","754000"
"392","CC BY-ND 2.5 MK","2940000"
"393","CC BY-SA 2.5 MK","21000000"
"394","CC BY 2.5 MT","54400000"
"395","CC BY-NC 2.5 MT","10700000"
"396","CC BY-NC-ND 2.5 MT","10900000"
"397","CC BY-NC-SA 2.5 MT","1370000"
"398","CC BY-ND 2.5 MT","7190000"
"399","CC BY-SA 2.5 MT","25500000"
"400","CC BY 2.5 MX","13900000"
"401","CC BY-NC 2.5 MX","529000"
"402","CC BY-NC-ND 2.5 MX","542000"
"403","CC BY-NC-SA 2.5 MX","298000"
"404","CC BY-ND 2.5 MX","561000"
"405","CC BY-SA 2.5 MX","1800000"
"406","CC BY 2.5 MY","124000000"
"407","CC BY-NC 2.5 MY","16600000"
"408","CC BY-NC-ND 2.5 MY","16700000"
"409","CC BY-NC-SA 2.5 MY","3600000"
"410","CC BY-ND 2.5 MY","13000000"
"411","CC BY-SA 2.5 MY","37100000"
"412","CC BY 2.5 NL","21600000"
"413","CC BY-NC 2.5 NL","778000"
"414","CC BY-NC-ND 2.5 NL","784000"
"415","CC BY-NC-SA 2.5 NL","395000"
"416","CC BY-ND 2.5 NL","730000"
"417","CC BY-SA 2.5 NL","9700000"
"418","CC BY 2.5 PE","39500000"
"419","CC BY-NC 2.5 PE","3840000"
"420","CC BY-NC-ND 2.5 PE","7000000"
"421","CC BY-NC-SA 2.5 PE","966000"
"422","CC BY-ND 2.5 PE","2410000"
"423","CC BY-SA 2.5 PE","19100000"
"424","CC BY 2.5 PL","28900000"
"425","CC BY-NC 2.5 PL","2050000"
"426","CC BY-NC-ND 2.5 PL","2160000"
"427","CC BY-NC-SA 2.5 PL","714000"
"428","CC BY-ND 2.5 PL","1330000"
"429","CC BY-SA 2.5 PL","15400000"
"430","CC BY 2.5 PT","158000000"
"431","CC BY-NC 2.5 PT","32400000"
"432","CC BY-NC-ND 2.5 PT","32700000"
"433","CC BY-NC-SA 2.5 PT","14000000"
"434","CC BY-ND 2.5 PT","25500000"
"435","CC BY-SA 2.5 PT","70500000"
"436","CC BY 2.5 SCOTLAND","447000"
"437","CC BY-NC 2.5 SCOTLAND","152000"
"438","CC BY-NC-ND 2.5 SCOTLAND","153000"
"439","CC BY-NC-SA 2.5 SCOTLAND","96800"
"440","CC BY-ND 2.5 SCOTLAND","160000"
"441","CC BY-SA 2.5 SCOTLAND","231000"
"442","CC BY 2.5 SE","83400000"
"443","CC BY-NC 2.5 SE","18700000"
"444","CC BY-NC-ND 2.5 SE","18800000"
"445","CC BY-NC-SA 2.5 SE","7050000"
"446","CC BY-ND 2.5 SE","14200000"
"447","CC BY-SA 2.5 SE","38400000"
"448","CC BY 2.5 SI","40200000"
"449","CC BY-NC 2.5 SI","6800000"
"450","CC BY-NC-ND 2.5 SI","6890000"
"451","CC BY-NC-SA 2.5 SI","935000"
"452","CC BY-ND 2.5 SI","5620000"
"453","CC BY-SA 2.5 SI","19400000"
"454","CC BY 2.5 TW","16800000"
"455","CC BY-NC 2.5 TW","747000"
"456","CC BY-NC-ND 2.5 TW","752000"
"457","CC BY-NC-SA 2.5 TW","436000"
"458","CC BY-ND 2.5 TW","758000"
"459","CC BY-SA 2.5 TW","4970000"
"460","CC BY 2.5 ZA","6430000"
"461","CC BY-NC 2.5 ZA","352000"
"462","CC BY-NC-ND 2.5 ZA","354000"
"463","CC BY-NC-SA 2.5 ZA","252000"
"464","CC BY-ND 2.5 ZA","386000"
"465","CC BY-SA 2.5 ZA","763000"
"466","CC BY 2.1 AU","59300000"
"467","CC BY-NC 2.1 AU","11600000"
"468","CC BY-NC-ND 2.1 AU","10800000"
"469","CC BY-NC-SA 2.1 AU","1370000"
"470","CC BY-ND 2.1 AU","8920000"
"471","CC BY-SA 2.1 AU","27700000"
"472","CC BY 2.1 CA","144000000"
"473","CC BY-NC 2.1 CA","33500000"
"474","CC BY-NC-ND 2.1 CA","31800000"
"475","CC BY-NC-SA 2.1 CA","15500000"
"476","CC BY-ND 2.1 CA","28400000"
"477","CC BY-SA 2.1 CA","78200000"
"478","CC BY 2.1 ES","53900000"
"479","CC BY-NC 2.1 ES","10900000"
"480","CC BY-NC-ND 2.1 ES","10200000"
"481","CC BY-NC-SA 2.1 ES","2180000"
"482","CC BY-ND 2.1 ES","8850000"
"483","CC BY-SA 2.1 ES","26600000"
"484","CC BY 2.1 JP","111000000"
"485","CC BY-NC 2.1 JP","24900000"
"486","CC BY-NC-ND 2.1 JP","24000000"
"487","CC BY-NC-SA 2.1 JP","10600000"
"488","CC BY-ND 2.1 JP","19700000"
"489","CC BY-SA 2.1 JP","52400000"
"490","CC BY 2.0 AT","584000000"
"491","CC BY-NC 2.0 AT","201000000"
"492","CC BY-NC-ND 2.0 AT","200000000"
"493","CC BY-NC-SA 2.0 AT","101000000"
"494","CC BY-ND 2.0 AT","162000000"
"495","CC BY-SA 2.0 AT","283000000"
"496","CC BY 2.0 AU","199000000"
"497","CC BY-NC 2.0 AU","48000000"
"498","CC BY-NC-ND 2.0 AU","48000000"
"499","CC BY-NC-SA 2.0 AU","19100000"
"500","CC BY-ND 2.0 AU","37800000"
"501","CC BY-SA 2.0 AU","95400000"
"502","CC BY 2.0 BE","584000000"
"503","CC BY-NC 2.0 BE","201000000"
"504","CC BY-NC-ND 2.0 BE","200000000"
"505","CC BY-NC-SA 2.0 BE","101000000"
"506","CC BY-ND 2.0 BE","162000000"
"507","CC BY-SA 2.0 BE","283000000"
"508","CC BY 2.0 BR","31200000"
"509","CC BY-NC 2.0 BR","7690000"
"510","CC BY-NC-ND 2.0 BR","7690000"
"511","CC BY-NC-SA 2.0 BR","845000"
"512","CC BY-ND 2.0 BR","2840000"
"513","CC BY-SA 2.0 BR","17400000"
"514","CC BY 2.0 CA","98800000"
"515","CC BY-NC 2.0 CA","25900000"
"516","CC BY-NC-ND 2.0 CA","21300000"
"517","CC BY-NC-SA 2.0 CA","10900000"
"518","CC BY-ND 2.0 CA","19600000"
"519","CC BY-SA 2.0 CA","39500000"
"520","CC BY 2.0 CL","181000000"
"521","CC BY-NC 2.0 CL","49600000"
"522","CC BY-NC-ND 2.0 CL","49600000"
"523","CC BY-NC-SA 2.0 CL","23200000"
"524","CC BY-ND 2.0 CL","34400000"
"525","CC BY-SA 2.0 CL","104000000"
"526","CC BY 2.0 DE","126000000"
"527","CC BY-NC 2.0 DE","161000000"
"528","CC BY-NC-ND 2.0 DE","161000000"
"529","CC BY-NC-SA 2.0 DE","80500000"
"530","CC BY-ND 2.0 DE","127000000"
"531","CC BY-SA 2.0 DE","246000000"
"532","CC BY 2.0 ES","189000000"
"533","CC BY-NC 2.0 ES","49100000"
"534","CC BY-NC-ND 2.0 ES","49000000"
"535","CC BY-NC-SA 2.0 ES","21900000"
"536","CC BY-ND 2.0 ES","42100000"
"537","CC BY-SA 2.0 ES","101000000"
"538","CC BY 2.0 FR","167000000"
"539","CC BY-NC 2.0 FR","43300000"
"540","CC BY-NC-ND 2.0 FR","32900000"
"541","CC BY-NC-SA 2.0 FR","13800000"
"542","CC BY-ND 2.0 FR","24800000"
"543","CC BY-SA 2.0 FR","67600000"
"544","CC BY 2.0 HR","208000000"
"545","CC BY-NC 2.0 HR","60100000"
"546","CC BY-NC-ND 2.0 HR","60100000"
"547","CC BY-NC-SA 2.0 HR","22400000"
"548","CC BY-ND 2.0 HR","40200000"
"549","CC BY-SA 2.0 HR","108000000"
"550","CC BY 2.0 IT","585000000"
"551","CC BY-NC 2.0 IT","201000000"
"552","CC BY-NC-ND 2.0 IT","200000000"
"553","CC BY-NC-SA 2.0 IT","101000000"
"554","CC BY-ND 2.0 IT","162000000"
"555","CC BY-SA 2.0 IT","285000000"
"556","CC BY 2.0 JP","78100000"
"557","CC BY-NC 2.0 JP","19200000"
"558","CC BY-NC-ND 2.0 JP","19200000"
"559","CC BY-NC-SA 2.0 JP","6350000"
"560","CC BY-ND 2.0 JP","13800000"
"561","CC BY-ND-NC 2.0 JP","2120000"
"562","CC BY-SA 2.0 JP","35300000"
"563","CC BY 2.0 KR","14800000"
"564","CC BY-NC 2.0 KR","815000"
"565","CC BY-NC-ND 2.0 KR","815000"
"566","CC BY-NC-SA 2.0 KR","334000"
"567","CC BY-ND 2.0 KR","699000"
"568","CC BY-SA 2.0 KR","2590000"
"569","CC BY 2.0 NL","14400000"
"570","CC BY-NC 2.0 NL","697000"
"571","CC BY-NC-ND 2.0 NL","696000"
"572","CC BY-NC-SA 2.0 NL","488000"
"573","CC BY-ND 2.0 NL","621000"
"574","CC BY-SA 2.0 NL","7200000"
"575","CC BY 2.0 PL","19300000"
"576","CC BY-NC 2.0 PL","929000"
"577","CC BY-NC-ND 2.0 PL","927000"
"578","CC BY-NC-SA 2.0 PL","623000"
"579","CC BY-ND 2.0 PL","842000"
"580","CC BY-SA 2.0 PL","11100000"
"581","CC BY 2.0 TW","77400000"
"582","CC BY-NC 2.0 TW","17200000"
"583","CC BY-NC-ND 2.0 TW","17200000"
"584","CC BY-NC-SA 2.0 TW","1050000"
"585","CC BY-ND 2.0 TW","9320000"
"586","CC BY-SA 2.0 TW","27100000"
"587","CC BY 2.0 UK","62600000"
"588","CC BY-NC 2.0 UK","83700000"
"589","CC BY-NC-ND 2.0 UK","83500000"
"590","CC BY-NC-SA 2.0 UK","31000000"
"591","CC BY-ND 2.0 UK","65400000"
"592","CC BY-SA 2.0 UK","148000000"
"593","CC BY 2.0 ZA","31900000"
"594","CC BY-NC 2.0 ZA","4660000"
"595","CC BY-NC-ND 2.0 ZA","4600000"
"596","CC BY-NC-SA 2.0 ZA","772000"
"597","CC BY-ND 2.0 ZA","2030000"
"598","CC BY-SA 2.0 ZA","16800000"
"599","CC BY 1.0 FI","14800000"
