"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"81","CC BY-SA 3.0 CH","26800000"
"82","CC BY 3.0 CL","167000000"
"83","CC BY-NC 3.0 CL","43500000"
"84","CC BY-NC-ND 3.0 CL","8020000"
"85","CC BY-NC-SA 3.0 CL","20900000"
"86","CC BY-ND 3.0 CL","4810000"
"87","CC BY-SA 3.0 CL","91300000"
"88","CC BY 3.0 CN","19500000"
"89","CC BY-NC 3.0 CN","2140000"
"90","CC BY-NC-ND 3.0 CN","400000"
"91","CC BY-NC-SA 3.0 CN","415000"
"92","CC BY-ND 3.0 CN","778000"
"93","CC BY-SA 3.0 CN","6410000"
"94","CC BY 3.0 CR","31000000"
"95","CC BY-NC 3.0 CR","5820000"
"96","CC BY-NC-ND 3.0 CR","732000"
"97","CC BY-NC-SA 3.0 CR","834000"
"98","CC BY-ND 3.0 CR","2320000"
"99","CC BY-SA 3.0 CR","18200000"
"100","CC BY 3.0 CZ","394000"
"101","CC BY-NC 3.0 CZ","174000"
"102","CC BY-NC-ND 3.0 CZ","106000"
"103","CC BY-NC-SA 3.0 CZ","101000"
"104","CC BY-ND 3.0 CZ","157000"
"105","CC BY-SA 3.0 CZ","206000"
"106","CC BY 3.0 DE","408000000"
"107","CC BY-NC 3.0 DE","150000000"
"108","CC BY-NC-ND 3.0 DE","28000000"
"109","CC BY-NC-SA 3.0 DE","73300000"
"110","CC BY-ND 3.0 DE","108000000"
"111","CC BY-SA 3.0 DE","248000000"
"112","CC BY 3.0 EC","189000000"
"113","CC BY-NC 3.0 EC","46000000"
"114","CC BY-NC-ND 3.0 EC","7830000"
"115","CC BY-NC-SA 3.0 EC","20000000"
"116","CC BY-ND 3.0 EC","36200000"
"117","CC BY-SA 3.0 EC","91600000"
"118","CC BY 3.0 EE","11900000"
"119","CC BY-NC 3.0 EE","851000"
"120","CC BY-NC-ND 3.0 EE","823000"
"121","CC BY-NC-SA 3.0 EE","553000"
"122","CC BY-ND 3.0 EE","814000"
"123","CC BY-SA 3.0 EE","2690000"
"124","CC BY 3.0 EG","132000000"
"125","CC BY-NC 3.0 EG","27900000"
"126","CC BY-NC-ND 3.0 EG","8400000"
"127","CC BY-NC-SA 3.0 EG","11600000"
"128","CC BY-ND 3.0 EG","19500000"
"129","CC BY-SA 3.0 EG","52500000"
"130","CC BY 3.0 ES","39600000"
"131","CC BY-NC 3.0 ES","7580000"
"132","CC BY-NC-ND 3.0 ES","941000"
"133","CC BY-NC-SA 3.0 ES","1320000"
"134","CC BY-ND 3.0 ES","3630000"
"135","CC BY-SA 3.0 ES","19000000"
"136","CC BY 3.0 FR","409000000"
"137","CC BY-NC 3.0 FR","192000000"
"138","CC BY-NC-ND 3.0 FR","42900000"
"139","CC BY-NC-SA 3.0 FR","90000000"
"140","CC BY-ND 3.0 FR","185000000"
"141","CC BY-SA 3.0 FR","286000000"
"142","CC BY 3.0 GE","120000000"
"143","CC BY-NC 3.0 GE","28300000"
"144","CC BY-NC-ND 3.0 GE","4620000"
"145","CC BY-NC-SA 3.0 GE","14100000"
"146","CC BY-ND 3.0 GE","2120000"
"147","CC BY-SA 3.0 GE","62500000"
"148","CC BY 3.0 GR","66000000"
"149","CC BY-NC 3.0 GR","16500000"
"150","CC BY-NC-ND 3.0 GR","15900000"
"151","CC BY-NC-SA 3.0 GR","5680000"
"152","CC BY-ND 3.0 GR","11100000"
"153","CC BY-SA 3.0 GR","26000000"
"154","CC BY 3.0 GT","29900000"
"155","CC BY-NC 3.0 GT","6410000"
"156","CC BY-NC-ND 3.0 GT","268000"
"157","CC BY-NC-SA 3.0 GT","804000"
"158","CC BY-ND 3.0 GT","421000"
"159","CC BY-SA 3.0 GT","14500000"
"160","CC BY 3.0 HK","14300000"
"161","CC BY-NC 3.0 HK","800000"
"162","CC BY-NC-ND 3.0 HK","765000"
"163","CC BY-NC-SA 3.0 HK","346000"
"164","CC BY-ND 3.0 HK","577000"
"165","CC BY-SA 3.0 HK","2310000"
"166","CC BY 3.0 HR","48800000"
"167","CC BY-NC 3.0 HR","10900000"
"168","CC BY-NC-ND 3.0 HR","10400000"
"169","CC BY-NC-SA 3.0 HR","1310000"
"170","CC BY-ND 3.0 HR","5860000"
"171","CC BY-SA 3.0 HR","22400000"
"172","CC BY 3.0 IE","309000000"
"173","CC BY-NC 3.0 IE","89000000"
"174","CC BY-NC-ND 3.0 IE","2850000"
"175","CC BY-NC-SA 3.0 IE","33600000"
"176","CC BY-ND 3.0 IE","11800000"
"177","CC BY-SA 3.0 IE","155000000"
"178","CC BY 3.0 IGO","215000"
"179","CC BY-NC 3.0 IGO","130000"
"180","CC BY-NC-ND 3.0 IGO","66600"
"181","CC BY-NC-SA 3.0 IGO","102000"
"182","CC BY-ND 3.0 IGO","84700"
"183","CC BY-SA 3.0 IGO","144000"
"184","CC BY 3.0 IT","409000000"
"185","CC BY-NC 3.0 IT","193000000"
"186","CC BY-NC-ND 3.0 IT","22500000"
"187","CC BY-NC-SA 3.0 IT","86900000"
"188","CC BY-ND 3.0 IT","152000000"
"189","CC BY-SA 3.0 IT","290000000"
"190","CC BY 3.0 LU","29400000"
"191","CC BY-NC 3.0 LU","7260000"
"192","CC BY-NC-ND 3.0 LU","6960000"
"193","CC BY-NC-SA 3.0 LU","785000"
"194","CC BY-ND 3.0 LU","3750000"
"195","CC BY-SA 3.0 LU","15200000"
"196","CC BY 3.0 NL","16300000"
"197","CC BY-NC 3.0 NL","771000"
"198","CC BY-NC-ND 3.0 NL","321000"
"199","CC BY-NC-SA 3.0 NL","352000"
"200","CC BY-ND 3.0 NL","634000"
"201","CC BY-SA 3.0 NL","6740000"
"202","CC BY 3.0 NO","409000000"
"203","CC BY-NC 3.0 NO","190000000"
"204","CC BY-NC-ND 3.0 NO","19500000"
"205","CC BY-NC-SA 3.0 NO","89200000"
"206","CC BY-ND 3.0 NO","30500000"
"207","CC BY-SA 3.0 NO","285000000"
"208","CC BY 3.0 NZ","440000"
"209","CC BY-NC 3.0 NZ","188000"
"210","CC BY-NC-ND 3.0 NZ","197000"
"211","CC BY-NC-SA 3.0 NZ","110000"
"212","CC BY-ND 3.0 NZ","471000"
"213","CC BY-SA 3.0 NZ","202000"
"214","CC BY 3.0 PH","216000000"
"215","CC BY-NC 3.0 PH","55000000"
"216","CC BY-NC-ND 3.0 PH","1020000"
"217","CC BY-NC-SA 3.0 PH","23500000"
"218","CC BY-ND 3.0 PH","7460000"
"219","CC BY-SA 3.0 PH","107000000"
"220","CC BY 3.0 PL","93800000"
"221","CC BY-NC 3.0 PL","19200000"
"222","CC BY-NC-ND 3.0 PL","412000"
"223","CC BY-NC-SA 3.0 PL","8210000"
"224","CC BY-ND 3.0 PL","762000"
"225","CC BY-SA 3.0 PL","47800000"
"226","CC BY 3.0 PR","24700000"
"227","CC BY-NC 3.0 PR","5430000"
"228","CC BY-NC-ND 3.0 PR","813000"
"229","CC BY-NC-SA 3.0 PR","881000"
"230","CC BY-ND 3.0 PR","2520000"
"231","CC BY-SA 3.0 PR","10400000"
"232","CC BY 3.0 PT","115000000"
"233","CC BY-NC 3.0 PT","28900000"
"234","CC BY-NC-ND 3.0 PT","713000"
"235","CC BY-NC-SA 3.0 PT","10300000"
"236","CC BY-ND 3.0 PT","2430000"
"237","CC BY-SA 3.0 PT","54300000"
"238","CC BY 3.0 RO","11600000"
"239","CC BY-NC 3.0 RO","1170000"
"240","CC BY-NC-ND 3.0 RO","1110000"
"241","CC BY-NC-SA 3.0 RO","634000"
"242","CC BY-ND 3.0 RO","923000"
"243","CC BY-SA 3.0 RO","4370000"
"244","CC BY 3.0 RS","28700000"
"245","CC BY-NC 3.0 RS","6760000"
"246","CC BY-NC-ND 3.0 RS","6380000"
"247","CC BY-NC-SA 3.0 RS","953000"
"248","CC BY-ND 3.0 RS","3290000"
"249","CC BY-SA 3.0 RS","9540000"
"250","CC BY 3.0 SG","23400000"
"251","CC BY-NC 3.0 SG","3470000"
"252","CC BY-NC-ND 3.0 SG","433000"
"253","CC BY-NC-SA 3.0 SG","638000"
"254","CC BY-ND 3.0 SG","938000"
"255","CC BY-SA 3.0 SG","10100000"
"256","CC BY 3.0 TH","187000000"
"257","CC BY-NC 3.0 TH","53900000"
"258","CC BY-NC-ND 3.0 TH","24200000"
"259","CC BY-NC-SA 3.0 TH","21300000"
"260","CC BY-ND 3.0 TH","35900000"
"261","CC BY-SA 3.0 TH","81600000"
"262","CC BY 3.0 TW","79400000"
"263","CC BY-NC 3.0 TW","20200000"
"264","CC BY-NC-ND 3.0 TW","5100000"
"265","CC BY-NC-SA 3.0 TW","3960000"
"266","CC BY-ND 3.0 TW","11400000"
"267","CC BY-SA 3.0 TW","23800000"
"268","CC BY 3.0 UG","75600000"
"269","CC BY-NC 3.0 UG","19100000"
"270","CC BY-NC-ND 3.0 UG","381000"
"271","CC BY-NC-SA 3.0 UG","6330000"
"272","CC BY-ND 3.0 UG","779000"
"273","CC BY-SA 3.0 UG","30000000"
"274","CC BY 3.0 US","408000000"
"275","CC BY-NC 3.0 US","156000000"
"276","CC BY-NC-ND 3.0 US","32100000"
"277","CC BY-NC-SA 3.0 US","86800000"
"278","CC BY-ND 3.0 US","122000000"
"279","CC BY-SA 3.0 US","259000000"
"280","CC BY 3.0 VE","174000000"
"281","CC BY-NC 3.0 VE","47300000"
"282","CC BY-NC-ND 3.0 VE","19000000"
"283","CC BY-NC-SA 3.0 VE","18800000"
"284","CC BY-ND 3.0 VE","29600000"
"285","CC BY-SA 3.0 VE","75700000"
"286","CC BY 3.0 VN","4280000"
"287","CC BY-NC 3.0 VN","331000"
"288","CC BY-NC-ND 3.0 VN","186000"
"289","CC BY-NC-SA 3.0 VN","203000"
"290","CC BY-ND 3.0 VN","299000"
"291","CC BY-SA 3.0 VN","512000"
"292","CC BY 3.0 ZA","4750000"
"293","CC BY-NC 3.0 ZA","368000"
"294","CC BY-NC-ND 3.0 ZA","224000"
"295","CC BY-NC-SA 3.0 ZA","242000"
"296","CC BY-ND 3.0 ZA","343000"
"297","CC BY-SA 3.0 ZA","775000"
"298","CC BY 2.5 AR","65600000"
"299","CC BY-NC 2.5 AR","14300000"
"300","CC BY-NC-ND 2.5 AR","14300000"
"301","CC BY-NC-SA 2.5 AR","5420000"
"302","CC BY-ND 2.5 AR","11900000"
"303","CC BY-SA 2.5 AR","29400000"
"304","CC BY 2.5 AU","47400000"
"305","CC BY-NC 2.5 AU","8180000"
"306","CC BY-NC-ND 2.5 AU","8180000"
"307","CC BY-NC-SA 2.5 AU","974000"
"308","CC BY-ND 2.5 AU","6650000"
"309","CC BY-SA 2.5 AU","20100000"
"310","CC BY 2.5 BG","29300000"
"311","CC BY-NC 2.5 BG","4360000"
"312","CC BY-NC-ND 2.5 BG","4340000"
"313","CC BY-NC-SA 2.5 BG","684000"
"314","CC BY-ND 2.5 BG","1680000"
"315","CC BY-SA 2.5 BG","15300000"
"316","CC BY 2.5 BR","51200000"
"317","CC BY-NC 2.5 BR","11800000"
"318","CC BY-NC-ND 2.5 BR","11800000"
"319","CC BY-NC-SA 2.5 BR","1400000"
"320","CC BY-ND 2.5 BR","7730000"
"321","CC BY-SA 2.5 BR","22700000"
"322","CC BY 2.5 CA","141000000"
"323","CC BY-NC 2.5 CA","29200000"
"324","CC BY-NC-ND 2.5 CA","29200000"
"325","CC BY-NC-SA 2.5 CA","14100000"
"326","CC BY-ND 2.5 CA","24500000"
"327","CC BY-SA 2.5 CA","64900000"
"328","CC BY 2.5 CH","97700000"
"329","CC BY-NC 2.5 CH","19800000"
"330","CC BY-NC-ND 2.5 CH","19800000"
"331","CC BY-NC-SA 2.5 CH","7400000"
"332","CC BY-ND 2.5 CH","16900000"
"333","CC BY-SA 2.5 CH","40300000"
"334","CC BY 2.5 CN","25500000"
"335","CC BY-NC 2.5 CN","4150000"
"336","CC BY-NC-ND 2.5 CN","4140000"
"337","CC BY-NC-SA 2.5 CN","528000"
"338","CC BY-ND 2.5 CN","26100000"
"339","CC BY-SA 2.5 CN","12600000"
"340","CC BY 2.5 CO","171000000"
"341","CC BY-NC 2.5 CO","30600000"
"342","CC BY-NC-ND 2.5 CO","30600000"
"343","CC BY-NC-SA 2.5 CO","14600000"
"344","CC BY-ND 2.5 CO","26200000"
"345","CC BY-SA 2.5 CO","72200000"
"346","CC BY 2.5 DK","20400000"
"347","CC BY-NC 2.5 DK","880000"
"348","CC BY-NC-ND 2.5 DK","880000"
"349","CC BY-NC-SA 2.5 DK","393000"
"350","CC BY-ND 2.5 DK","774000"
"351","CC BY-SA 2.5 DK","8540000"
"352","CC BY 2.5 ES","44100000"
"353","CC BY-NC 2.5 ES","8640000"
"354","CC BY-NC-ND 2.5 ES","8600000"
"355","CC BY-NC-SA 2.5 ES","1550000"
"356","CC BY-ND 2.5 ES","6910000"
"357","CC BY-SA 2.5 ES","21800000"
"358","CC BY 2.5 HR","79000000"
"359","CC BY-NC 2.5 HR","17000000"
"360","CC BY-NC-ND 2.5 HR","17000000"
"361","CC BY-NC-SA 2.5 HR","5600000"
"362","CC BY-ND 2.5 HR","12900000"
"363","CC BY-SA 2.5 HR","29000000"
"364","CC BY 2.5 HU","56600000"
"365","CC BY-NC 2.5 HU","13100000"
"366","CC BY-NC-ND 2.5 HU","13100000"
"367","CC BY-NC-SA 2.5 HU","1590000"
"368","CC BY-ND 2.5 HU","9830000"
"369","CC BY-SA 2.5 HU","25700000"
"370","CC BY 2.5 IL","35700000"
"371","CC BY-NC 2.5 IL","7210000"
"372","CC BY-NC-ND 2.5 IL","8880000"
"373","CC BY-NC-SA 2.5 IL","849000"
"374","CC BY-ND 2.5 IL","36800000"
"375","CC BY-SA 2.5 IL","17300000"
"376","CC BY 2.5 IN","218000000"
"377","CC BY-NC 2.5 IN","50800000"
"378","CC BY-NC-ND 2.5 IN","53600000"
"379","CC BY-NC-SA 2.5 IN","21100000"
"380","CC BY-ND 2.5 IN","223000000"
"381","CC BY-SA 2.5 IN","98900000"
"382","CC BY 2.5 IT","218000000"
"383","CC BY-NC 2.5 IT","50800000"
"384","CC BY-NC-ND 2.5 IT","50800000"
"385","CC BY-NC-SA 2.5 IT","21100000"
"386","CC BY-ND 2.5 IT","37600000"
"387","CC BY-SA 2.5 IT","99300000"
"388","CC BY 2.5 MK","34800000"
"389","CC BY-NC 2.5 MK","6320000"
"390","CC BY-NC-ND 2.5 MK","6320000"
"391","CC BY-NC-SA 2.5 MK","743000"
"392","CC BY-ND 2.5 MK","3180000"
"393","CC BY-SA 2.5 MK","18600000"
"394","CC BY 2.5 MT","47100000"
"395","CC BY-NC 2.5 MT","9550000"
"396","CC BY-NC-ND 2.5 MT","9550000"
"397","CC BY-NC-SA 2.5 MT","1100000"
"398","CC BY-ND 2.5 MT","6990000"
"399","CC BY-SA 2.5 MT","22400000"
"400","CC BY 2.5 MX","11900000"
"401","CC BY-NC 2.5 MX","491000"
"402","CC BY-NC-ND 2.5 MX","490000"
"403","CC BY-NC-SA 2.5 MX","289000"
"404","CC BY-ND 2.5 MX","537000"
"405","CC BY-SA 2.5 MX","1240000"
"406","CC BY 2.5 MY","126000000"
"407","CC BY-NC 2.5 MY","14000000"
"408","CC BY-NC-ND 2.5 MY","14000000"
"409","CC BY-NC-SA 2.5 MY","2030000"
"410","CC BY-ND 2.5 MY","10900000"
"411","CC BY-SA 2.5 MY","30000000"
"412","CC BY 2.5 NL","19000000"
"413","CC BY-NC 2.5 NL","756000"
"414","CC BY-NC-ND 2.5 NL","755000"
"415","CC BY-NC-SA 2.5 NL","381000"
"416","CC BY-ND 2.5 NL","732000"
"417","CC BY-SA 2.5 NL","7930000"
"418","CC BY 2.5 PE","33400000"
"419","CC BY-NC 2.5 PE","6210000"
"420","CC BY-NC-ND 2.5 PE","6210000"
"421","CC BY-NC-SA 2.5 PE","890000"
"422","CC BY-ND 2.5 PE","5330000"
"423","CC BY-SA 2.5 PE","16800000"
"424","CC BY 2.5 PL","24700000"
"425","CC BY-NC 2.5 PL","1540000"
"426","CC BY-NC-ND 2.5 PL","1540000"
"427","CC BY-NC-SA 2.5 PL","710000"
"428","CC BY-ND 2.5 PL","1210000"
"429","CC BY-SA 2.5 PL","13100000"
"430","CC BY 2.5 PT","149000000"
"431","CC BY-NC 2.5 PT","27900000"
"432","CC BY-NC-ND 2.5 PT","27900000"
"433","CC BY-NC-SA 2.5 PT","12400000"
"434","CC BY-ND 2.5 PT","23600000"
"435","CC BY-SA 2.5 PT","62300000"
"436","CC BY 2.5 SCOTLAND","422000"
"437","CC BY-NC 2.5 SCOTLAND","147000"
"438","CC BY-NC-ND 2.5 SCOTLAND","156000"
"439","CC BY-NC-SA 2.5 SCOTLAND","92200"
"440","CC BY-ND 2.5 SCOTLAND","449000"
"441","CC BY-SA 2.5 SCOTLAND","221000"
"442","CC BY 2.5 SE","82700000"
"443","CC BY-NC 2.5 SE","16700000"
"444","CC BY-NC-ND 2.5 SE","18000000"
"445","CC BY-NC-SA 2.5 SE","6180000"
"446","CC BY-ND 2.5 SE","14800000"
"447","CC BY-SA 2.5 SE","32600000"
"448","CC BY 2.5 SI","34500000"
"449","CC BY-NC 2.5 SI","6150000"
"450","CC BY-NC-ND 2.5 SI","6130000"
"451","CC BY-NC-SA 2.5 SI","878000"
"452","CC BY-ND 2.5 SI","5560000"
"453","CC BY-SA 2.5 SI","17000000"
"454","CC BY 2.5 TW","14600000"
"455","CC BY-NC 2.5 TW","760000"
"456","CC BY-NC-ND 2.5 TW","760000"
"457","CC BY-NC-SA 2.5 TW","445000"
"458","CC BY-ND 2.5 TW","765000"
"459","CC BY-SA 2.5 TW","3490000"
"460","CC BY 2.5 ZA","5470000"
"461","CC BY-NC 2.5 ZA","354000"
"462","CC BY-NC-ND 2.5 ZA","354000"
"463","CC BY-NC-SA 2.5 ZA","254000"
"464","CC BY-ND 2.5 ZA","399000"
"465","CC BY-SA 2.5 ZA","757000"
"466","CC BY 2.1 AU","52200000"
"467","CC BY-NC 2.1 AU","9780000"
"468","CC BY-NC-ND 2.1 AU","9780000"
"469","CC BY-NC-SA 2.1 AU","1220000"
"470","CC BY-ND 2.1 AU","7310000"
"471","CC BY-SA 2.1 AU","23900000"
"472","CC BY 2.1 CA","133000000"
"473","CC BY-NC 2.1 CA","28500000"
"474","CC BY-NC-ND 2.1 CA","28500000"
"475","CC BY-NC-SA 2.1 CA","14500000"
"476","CC BY-ND 2.1 CA","24700000"
"477","CC BY-SA 2.1 CA","69900000"
"478","CC BY 2.1 ES","46700000"
"479","CC BY-NC 2.1 ES","9280000"
"480","CC BY-NC-ND 2.1 ES","9270000"
"481","CC BY-NC-SA 2.1 ES","1840000"
"482","CC BY-ND 2.1 ES","7440000"
"483","CC BY-SA 2.1 ES","22900000"
"484","CC BY 2.1 JP","102000000"
"485","CC BY-NC 2.1 JP","21900000"
"486","CC BY-NC-ND 2.1 JP","21900000"
"487","CC BY-NC-SA 2.1 JP","9570000"
"488","CC BY-ND 2.1 JP","17500000"
"489","CC BY-SA 2.1 JP","45100000"
"490","CC BY 2.0 AT","409000000"
"491","CC BY-NC 2.0 AT","184000000"
"492","CC BY-NC-ND 2.0 AT","192000000"
"493","CC BY-NC-SA 2.0 AT","90300000"
"494","CC BY-ND 2.0 AT","162000000"
"495","CC BY-SA 2.0 AT","290000000"
"496","CC BY 2.0 AU","201000000"
"497","CC BY-NC 2.0 AU","40400000"
"498","CC BY-NC-ND 2.0 AU","40400000"
"499","CC BY-NC-SA 2.0 AU","16300000"
"500","CC BY-ND 2.0 AU","40300000"
"501","CC BY-SA 2.0 AU","88000000"
"502","CC BY 2.0 BE","409000000"
"503","CC BY-NC 2.0 BE","184000000"
"504","CC BY-NC-ND 2.0 BE","184000000"
"505","CC BY-NC-SA 2.0 BE","90300000"
"506","CC BY-ND 2.0 BE","162000000"
"507","CC BY-SA 2.0 BE","290000000"
"508","CC BY 2.0 BR","25800000"
"509","CC BY-NC 2.0 BR","6710000"
"510","CC BY-NC-ND 2.0 BR","6700000"
"511","CC BY-NC-SA 2.0 BR","810000"
"512","CC BY-ND 2.0 BR","2500000"
"513","CC BY-SA 2.0 BR","15200000"
"514","CC BY 2.0 CA","85200000"
"515","CC BY-NC 2.0 CA","22700000"
"516","CC BY-NC-ND 2.0 CA","22700000"
"517","CC BY-NC-SA 2.0 CA","10100000"
"518","CC BY-ND 2.0 CA","17600000"
"519","CC BY-SA 2.0 CA","42200000"
"520","CC BY 2.0 CL","167000000"
"521","CC BY-NC 2.0 CL","41100000"
"522","CC BY-NC-ND 2.0 CL","41100000"
"523","CC BY-NC-SA 2.0 CL","20000000"
"524","CC BY-ND 2.0 CL","29200000"
"525","CC BY-SA 2.0 CL","91300000"
"526","CC BY 2.0 DE","408000000"
"527","CC BY-NC 2.0 DE","143000000"
"528","CC BY-NC-ND 2.0 DE","143000000"
"529","CC BY-NC-SA 2.0 DE","73200000"
"530","CC BY-ND 2.0 DE","119000000"
"531","CC BY-SA 2.0 DE","249000000"
"532","CC BY 2.0 ES","174000000"
"533","CC BY-NC 2.0 ES","41000000"
"534","CC BY-NC-ND 2.0 ES","40900000"
"535","CC BY-NC-SA 2.0 ES","19500000"
"536","CC BY-ND 2.0 ES","37200000"
"537","CC BY-SA 2.0 ES","89300000"
"538","CC BY 2.0 FR","147000000"
"539","CC BY-NC 2.0 FR","35500000"
"540","CC BY-NC-ND 2.0 FR","35400000"
"541","CC BY-NC-SA 2.0 FR","11900000"
"542","CC BY-ND 2.0 FR","26200000"
"543","CC BY-SA 2.0 FR","56700000"
"544","CC BY 2.0 HR","203000000"
"545","CC BY-NC 2.0 HR","50600000"
"546","CC BY-NC-ND 2.0 HR","50600000"
"547","CC BY-NC-SA 2.0 HR","20400000"
"548","CC BY-ND 2.0 HR","34500000"
"549","CC BY-SA 2.0 HR","99100000"
"550","CC BY 2.0 IT","409000000"
"551","CC BY-NC 2.0 IT","184000000"
"552","CC BY-NC-ND 2.0 IT","184000000"
"553","CC BY-NC-SA 2.0 IT","86900000"
"554","CC BY-ND 2.0 IT","162000000"
"555","CC BY-SA 2.0 IT","290000000"
"556","CC BY 2.0 JP","64900000"
"557","CC BY-NC 2.0 JP","17300000"
"558","CC BY-NC-ND 2.0 JP","17300000"
"559","CC BY-NC-SA 2.0 JP","6000000"
"560","CC BY-ND 2.0 JP","12400000"
"561","CC BY-ND-NC 2.0 JP","2110000"
"562","CC BY-SA 2.0 JP","29500000"
"563","CC BY 2.0 KR","12700000"
"564","CC BY-NC 2.0 KR","782000"
"565","CC BY-NC-ND 2.0 KR","781000"
"566","CC BY-NC-SA 2.0 KR","394000"
"567","CC BY-ND 2.0 KR","676000"
"568","CC BY-SA 2.0 KR","5320000"
"569","CC BY 2.0 NL","12400000"
"570","CC BY-NC 2.0 NL","614000"
"571","CC BY-NC-ND 2.0 NL","613000"
"572","CC BY-NC-SA 2.0 NL","344000"
"573","CC BY-ND 2.0 NL","568000"
"574","CC BY-SA 2.0 NL","6050000"
"575","CC BY 2.0 PL","16300000"
"576","CC BY-NC 2.0 PL","835000"
"577","CC BY-NC-ND 2.0 PL","834000"
"578","CC BY-NC-SA 2.0 PL","519000"
"579","CC BY-ND 2.0 PL","812000"
"580","CC BY-SA 2.0 PL","8960000"
"581","CC BY 2.0 TW","57800000"
"582","CC BY-NC 2.0 TW","15600000"
"583","CC BY-NC-ND 2.0 TW","15600000"
"584","CC BY-NC-SA 2.0 TW","1050000"
"585","CC BY-ND 2.0 TW","8670000"
"586","CC BY-SA 2.0 TW","22700000"
"587","CC BY 2.0 UK","286000000"
"588","CC BY-NC 2.0 UK","72800000"
"589","CC BY-NC-ND 2.0 UK","77500000"
"590","CC BY-NC-SA 2.0 UK","26200000"
"591","CC BY-ND 2.0 UK","68100000"
"592","CC BY-SA 2.0 UK","137000000"
"593","CC BY 2.0 ZA","26600000"
"594","CC BY-NC 2.0 ZA","4620000"
"595","CC BY-NC-ND 2.0 ZA","4590000"
"596","CC BY-NC-SA 2.0 ZA","773000"
"597","CC BY-ND 2.0 ZA","1940000"
"598","CC BY-SA 2.0 ZA","14500000"
"599","CC BY 1.0 FI","13300000"
"600","CC BY-NC 1.0 FI","721000"
