"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"601","CC BY-NC-SA 1.0 FI","440000"
"602","CC BY-ND 1.0 FI","13300000"
"603","CC BY-ND-NC 1.0 FI","458000"
"604","CC BY-SA 1.0 FI","1610000"
"605","CC BY 1.0 IL","27100000"
"606","CC BY-NC 1.0 IL","3950000"
"607","CC BY-NC-SA 1.0 IL","727000"
"608","CC BY-ND 1.0 IL","26900000"
"609","CC BY-ND-NC 1.0 IL","5050000"
"610","CC BY-SA 1.0 IL","13700000"
"611","CC BY 1.0 NL","15800000"
"612","CC BY-NC 1.0 NL","528000"
"613","CC BY-NC-SA 1.0 NL","312000"
"614","CC BY-ND 1.0 NL","15500000"
"615","CC BY-ND-NC 1.0 NL","270000"
"616","CC BY-SA 1.0 NL","5680000"
"617","CC DEVNATIONS 2.0","142"
"618","CC NC 2.0","37500000"
"619","CC NC-SA 2.0","16500000"
"620","CC ND 2.0","26000000"
"621","CC ND-NC 2.0","35700000"
"622","CC SA 2.0","78100000"
"623","CC NC 1.0","38200000"
"624","CC NC-SA 1.0","16300000"
"625","CC NC-SAMPLING+ 1.0","27800000"
"626","CC ND 1.0","195000000"
"627","CC ND-NC 1.0","38300000"
"628","CC SA 1.0","79100000"
"629","CC SAMPLING 1.0","142000000"
"630","CC SAMPLING+ 1.0","126000000"
"631","CC NC 2.0 JP","18000000"
"632","CC NC-SA 2.0 JP","5990000"
"633","CC ND 2.0 JP","12300000"
"634","CC ND-NC 2.0 JP","17300000"
"635","CC SA 2.0 JP","31800000"
"636","CC SAMPLING 1.0 BR","24900000"
"637","CC SAMPLING+ 1.0 BR","24900000"
"638","CC SAMPLING+ 1.0 DE","93900000"
"639","CC NC 1.0 FI","732000"
"640","CC NC-SA 1.0 FI","439000"
"641","CC ND 1.0 FI","12900000"
"642","CC ND-NC 1.0 FI","733000"
"643","CC SA 1.0 FI","1610000"
"644","CC NC 1.0 NL","588000"
"645","CC NC-SA 1.0 NL","312000"
"646","CC ND 1.0 NL","15100000"
"647","CC ND-NC 1.0 NL","590000"
"648","CC SA 1.0 NL","5680000"
"649","CC NC-SAMPLING+ 1.0 TW","13200000"
"650","CC SAMPLING 1.0 TW","53600000"
"651","CC SAMPLING+ 1.0 TW","53600000"
"652","CC PUBLICDOMAIN","45700000"
