"PLAN_INDEX","TOOL_IDENTIFIER","LANGUAGE","COUNT"
"701","CC BY-NC 4.0","German","91700"
"702","CC BY-NC 4.0","Greek","14300"
"703","CC BY-NC 4.0","Hebrew","543"
"704","CC BY-NC 4.0","Hungarian","6150"
"705","CC BY-NC 4.0","Icelandic","4760"
"706","CC BY-NC 4.0","Indonesian","111000"
"707","CC BY-NC 4.0","Italian","24300"
"708","CC BY-NC 4.0","Japanese","19000"
"709","CC BY-NC 4.0","Korean","42900"
"710","CC BY-NC 4.0","Latvian","5520"
"711","CC BY-NC 4.0","Lithuanian","6520"
"712","CC BY-NC 4.0","Norwegian","7390"
"713","CC BY-NC 4.0","Polish","58100"
"714","CC BY-NC 4.0","Portuguese","714000"
"715","CC BY-NC 4.0","Romanian","4340"
"716","CC BY-NC 4.0","Russian","29700"
"717","CC BY-NC 4.0","Serbian","3980"
"718","CC BY-NC 4.0","Slovak","2980"
"719","CC BY-NC 4.0","Slovenian","77800"
"720","CC BY-NC 4.0","Spanish","711000"
"721","CC BY-NC 4.0","Swedish","19600"
"722","CC BY-NC 4.0","Turkish","103000"
"723","CC BY-NC-ND 4.0","Arabic","5530"
"724","CC BY-NC-ND 4.0","Bulgarian","327"
"725","CC BY-NC-ND 4.0","Catalan","12600"
"726","CC BY-NC-ND 4.0","Chinese (Simplified)","26100"
"727","CC BY-NC-ND 4.0","Chinese (Traditional)","4980"
"728","CC BY-NC-ND 4.0","Croatian","4370"
"729","CC BY-NC-ND 4.0","Czech","5430"
"730","CC BY-NC-ND 4.0","Danish","6880"
"731","CC BY-NC-ND 4.0","Dutch","23400"
"732","CC BY-NC-ND 4.0","English","134000000"
"733","CC BY-NC-ND 4.0","Estonian","1610"
"734","CC BY-NC-ND 4.0","Finnish","5870"
"735","CC BY-NC-ND 4.0","French","439000"
"736","CC BY-NC-ND 4.0","German","79900"
"737","CC BY-NC-ND 4.0","Greek","5500"
"738","CC BY-NC-ND 4.0","Hebrew","420"
"739","CC BY-NC-ND 4.0","Hungarian","5320"
"740","CC BY-NC-ND 4.0","Icelandic","7"
"741","CC BY-NC-ND 4.0","Indonesian","69000"
"742","CC BY-NC-ND 4.0","Italian","20900"
"743","CC BY-NC-ND 4.0","Japanese","25700"
"744","CC BY-NC-ND 4.0","Korean","43000"
"745","CC BY-NC-ND 4.0","Latvian","3350"
"746","CC BY-NC-ND 4.0","Lithuanian","4770"
"747","CC BY-NC-ND 4.0","Norwegian","5050"
"748","CC BY-NC-ND 4.0","Polish","24500"
"749","CC BY-NC-ND 4.0","Portuguese","445000"
"750","CC BY-NC-ND 4.0","Romanian","1470"
"751","CC BY-NC-ND 4.0","Russian","25500"
"752","CC BY-NC-ND 4.0","Serbian","2930"
"753","CC BY-NC-ND 4.0","Slovak","748"
"754","CC BY-NC-ND 4.0","Slovenian","22700"
"755","CC BY-NC-ND 4.0","Spanish","364000"
"756","CC BY-NC-ND 4.0","Swedish","18700"
"757","CC BY-NC-ND 4.0","Turkish","52900"
"758","CC BY-NC-SA 4.0","Arabic","2040"
"759","CC BY-NC-SA 4.0","Bulgarian","297"
"760","CC BY-NC-SA 4.0","Catalan","3590"
"761","CC BY-NC-SA 4.0","Chinese (Simplified)","7640"
"762","CC BY-NC-SA 4.0","Chinese (Traditional)","822"
"763","CC BY-NC-SA 4.0","Croatian","10100"
"764","CC BY-NC-SA 4.0","Czech","2350"
"765","CC BY-NC-SA 4.0","Danish","1610"
"766","CC BY-NC-SA 4.0","Dutch","6510"
"767","CC BY-NC-SA 4.0","English","55600000"
"768","CC BY-NC-SA 4.0","Estonian","1320"
"769","CC BY-NC-SA 4.0","Finnish","1770"
"770","CC BY-NC-SA 4.0","French","332000"
"771","CC BY-NC-SA 4.0","German","39400"
"772","CC BY-NC-SA 4.0","Greek","3550"
"773","CC BY-NC-SA 4.0","Hebrew","80"
"774","CC BY-NC-SA 4.0","Hungarian","2760"
"775","CC BY-NC-SA 4.0","Icelandic","1150"
"776","CC BY-NC-SA 4.0","Indonesian","44200"
"777","CC BY-NC-SA 4.0","Italian","30700"
"778","CC BY-NC-SA 4.0","Japanese","7090"
"779","CC BY-NC-SA 4.0","Korean","10700"
"780","CC BY-NC-SA 4.0","Latvian","2310"
"781","CC BY-NC-SA 4.0","Lithuanian","352"
"782","CC BY-NC-SA 4.0","Norwegian","2330"
"783","CC BY-NC-SA 4.0","Polish","20300"
"784","CC BY-NC-SA 4.0","Portuguese","367000"
"785","CC BY-NC-SA 4.0","Romanian","1270"
"786","CC BY-NC-SA 4.0","Russian","9020"
"787","CC BY-NC-SA 4.0","Serbian","3990"
"788","CC BY-NC-SA 4.0","Slovak","2970"
"789","CC BY-NC-SA 4.0","Slovenian","22700"
"790","CC BY-NC-SA 4.0","Spanish","331000"
"791","CC BY-NC-SA 4.0","Swedish","2200"
"792","CC BY-NC-SA 4.0","Turkish","47900"
"793","CC BY-ND 4.0","Arabic","5360"
"794","CC BY-ND 4.0","Bulgarian","378"
"795","CC BY-ND 4.0","Catalan","9920"
"796","CC BY-ND 4.0","Chinese (Simplified)","35400"
"797","CC BY-ND 4.0","Chinese (Traditional)","5560"
"798","CC BY-ND 4.0","Croatian","5010"
"799","CC BY-ND 4.0","Czech","6510"
"800","CC BY-ND 4.0","Danish","6210"
"801","CC BY-ND 4.0","Dutch","86000"
"802","CC BY-ND 4.0","English","105000000"
"803","CC BY-ND 4.0","Estonian","247"
"804","CC BY-ND 4.0","Finnish","7040"
"805","CC BY-ND 4.0","French","73800"
"806","CC BY-ND 4.0","German","89700"
"807","CC BY-ND 4.0","Greek","9470"
"808","CC BY-ND 4.0","Hebrew","255"
"809","CC BY-ND 4.0","Hungarian","4200"
"810","CC BY-ND 4.0","Icelandic","5"
"811","CC BY-ND 4.0","Indonesian","117000"
"812","CC BY-ND 4.0","Italian","19700"
"813","CC BY-ND 4.0","Japanese","24300"
"814","CC BY-ND 4.0","Korean","14000"
"815","CC BY-ND 4.0","Latvian","165"
"816","CC BY-ND 4.0","Lithuanian","5880"
"817","CC BY-ND 4.0","Norwegian","4180"
"818","CC BY-ND 4.0","Polish","21900"
"819","CC BY-ND 4.0","Portuguese","101000"
"820","CC BY-ND 4.0","Romanian","3420"
"821","CC BY-ND 4.0","Russian","19700"
"822","CC BY-ND 4.0","Serbian","3710"
"823","CC BY-ND 4.0","Slovak","2180"
"824","CC BY-ND 4.0","Slovenian","70400"
"825","CC BY-ND 4.0","Spanish","316000"
"826","CC BY-ND 4.0","Swedish","11100"
"827","CC BY-ND 4.0","Turkish","35600"
"828","CC BY-SA 4.0","Arabic","15700"
"829","CC BY-SA 4.0","Bulgarian","8350"
"830","CC BY-SA 4.0","Catalan","26300"
"831","CC BY-SA 4.0","Chinese (Simplified)","43800"
"832","CC BY-SA 4.0","Chinese (Traditional)","14400"
"833","CC BY-SA 4.0","Croatian","57200"
"834","CC BY-SA 4.0","Czech","48800"
"835","CC BY-SA 4.0","Danish","19500"
"836","CC BY-SA 4.0","Dutch","68300"
"837","CC BY-SA 4.0","English","173000000"
"838","CC BY-SA 4.0","Estonian","4550"
"839","CC BY-SA 4.0","Finnish","18300"
"840","CC BY-SA 4.0","French","363000"
"841","CC BY-SA 4.0","German","1680000"
"842","CC BY-SA 4.0","Greek","21300"
"843","CC BY-SA 4.0","Hebrew","8060"
"844","CC BY-SA 4.0","Hungarian","21100"
"845","CC BY-SA 4.0","Icelandic","4440"
"846","CC BY-SA 4.0","Indonesian","304000"
"847","CC BY-SA 4.0","Italian","286000"
"848","CC BY-SA 4.0","Japanese","137000"
"849","CC BY-SA 4.0","Korean","41400"
"850","CC BY-SA 4.0","Latvian","10500"
"851","CC BY-SA 4.0","Lithuanian","7190"
"852","CC BY-SA 4.0","Norwegian","36100"
"853","CC BY-SA 4.0","Polish","138000"
"854","CC BY-SA 4.0","Portuguese","714000"
"855","CC BY-SA 4.0","Romanian","22100"
"856","CC BY-SA 4.0","Russian","133000"
"857","CC BY-SA 4.0","Serbian","65800"
"858","CC BY-SA 4.0","Slovak","27400"
"859","CC BY-SA 4.0","Slovenian","144000"
"860","CC BY-SA 4.0","Spanish","4760000"
"861","CC BY-SA 4.0","Swedish","38300"
"862","CC BY-SA 4.0","Turkish","117000"
"863","PDM 1.0","Arabic","5470"
"864","PDM 1.0","Bulgarian","5"
"865","PDM 1.0","Catalan","3350"
"866","PDM 1.0","Chinese (Simplified)","11900"
"867","PDM 1.0","Chinese (Traditional)","4400"
"868","PDM 1.0","Croatian","2830"
"869","PDM 1.0","Czech","11500"
"870","PDM 1.0","Danish","8850"
"871","PDM 1.0","Dutch","45200"
"872","PDM 1.0","English","7710000"
"873","PDM 1.0","Estonian","3080"
"874","PDM 1.0","Finnish","4120"
"875","PDM 1.0","French","56600"
"876","PDM 1.0","German","58900"
"877","PDM 1.0","Greek","4710"
"878","PDM 1.0","Hebrew","2030"
"879","PDM 1.0","Hungarian","6"
"880","PDM 1.0","Icelandic","940"
"881","PDM 1.0","Indonesian","5530"
"882","PDM 1.0","Italian","32100"
"883","PDM 1.0","Japanese","14800"
"884","PDM 1.0","Korean","7930"
"885","PDM 1.0","Latvian","1500"
"886","PDM 1.0","Lithuanian","4090"
"887","PDM 1.0","Norwegian","5150"
"888","PDM 1.0","Polish","15700"
"889","PDM 1.0","Portuguese","18000"
"890","PDM 1.0","Romanian","4"
"891","PDM 1.0","Russian","18400"
"892","PDM 1.0","Serbian","2120"
"893","PDM 1.0","Slovak","2260"
"894","PDM 1.0","Slovenian","11400"
"895","PDM 1.0","Spanish","55000"
"896","PDM 1.0","Swedish","16900"
"897","PDM 1.0","Turkish","4370"
"898","CC0 1.0","Arabic","9150"
"899","CC0 1.0","Bulgarian","3690"
"900","CC0 1.0","Catalan","6100"
"901","CC0 1.0","Chinese (Simplified)","16500"
"902","CC0 1.0","Chinese (Traditional)","9"
"903","CC0 1.0","Croatian","3970"
"904","CC0 1.0","Czech","18300"
"905","CC0 1.0","Danish","21300"
"906","CC0 1.0","Dutch","67500"
"907","CC0 1.0","English","24900000"
"908","CC0 1.0","Estonian","4310"
"909","CC0 1.0","Finnish","6910"
"910","CC0 1.0","French","61900"
"911","CC0 1.0","German","82800"
"912","CC0 1.0","Greek","7340"
"913","CC0 1.0","Hebrew","3100"
"914","CC0 1.0","Hungarian","5240"
"915","CC0 1.0","Icelandic","1270"
"916","CC0 1.0","Indonesian","7320"
"917","CC0 1.0","Italian","48300"
"918","CC0 1.0","Japanese","16300"
"919","CC0 1.0","Korean","9080"
"920","CC0 1.0","Latvian","2090"
"921","CC0 1.0","Lithuanian","2980"
"922","CC0 1.0","Norwegian","6160"
"923","CC0 1.0","Polish","22600"
"924","CC0 1.0","Portuguese","27200"
"925","CC0 1.0","Romanian","4620"
"926","CC0 1.0","Russian","34100"
"927","CC0 1.0","Serbian","27300"
"928","CC0 1.0","Slovak","3210"
"929","CC0 1.0","Slovenian","2580"
"930","CC0 1.0","Spanish","80300"
"931","CC0 1.0","Swedish","31300"
"932","CC0 1.0","Turkish","6040"
