"ID","TITLE","RECORD TYPE","CONTENT LICENCE SHORT NAME","MEDIA JSON"
"articles/16885","Collecting the Curve: Victorian Stories of the 2020 COVID-19 Pandemic","article","CC BY","[{""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution-NonCommercial 4.0 International"", ""shortName"": ""CC BY-NC"", ""uri"": ""https://creativecommons.org/licenses/by-nc/4.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}]"
"articles/16413","3D Scanning at Museums Victoria","article","CC BY","[{""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}]"
"articles/15056","1835-1850 - Melbourne the Meeting Place","article","CC BY","[{""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}]"
"articles/16993","Science Museum of Victoria, Melbourne (1971-1983)","article","CC BY","[{""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Public Domain Mark"", ""shortName"": ""Public Domain"", ""uri"": ""https://creativecommons.org/publicdomain/mark/1.0/""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}]"
"articles/5561","Pendle Hall Dolls' House","article","CC BY","[{""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}]"
"articles/17816","The Sunrise School, 1988-1989","article","CC BY","[{""type"": ""image"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""video"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}]"
"articles/16437","CT Scanning at Museums Victoria","article","CC BY","[{""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""image"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""video"", ""licence"": {""name"": ""Attribution 4.0 International"", ""shortName"": ""CC BY"", ""uri"": ""https://creativecommons.org/licenses/by/4.0""}}, {""type"": ""uri"", ""licence"": {""name"": ""All Rights Reserved"", ""shortName"": ""All Rights Reserved"", ""uri"": """"}}]"
