LICENSE TYPE,Document Count
CC,9702757
CC-BY,2294755
CC-BY-NC,1574863
CC-BY-NC-ND,2811800
CC-BY-NC-SA,765531
CC-BY-ND,1331168
CC-BY-SA,735782
CC0,188868
