"PLAN_INDEX","TOOL_IDENTIFIER","LANGUAGE","COUNT"
"720","CC BY-NC 4.0","Spanish","799000"
"721","CC BY-NC 4.0","Swedish","8220"
"722","CC BY-NC 4.0","Turkish","105000"
"723","CC BY-NC-ND 4.0","Arabic","4640"
"724","CC BY-NC-ND 4.0","Bulgarian","1060"
"725","CC BY-NC-ND 4.0","Catalan","11200"
"726","CC BY-NC-ND 4.0","Chinese (Simplified)","33100"
"727","CC BY-NC-ND 4.0","Chinese (Traditional)","4420"
"728","CC BY-NC-ND 4.0","Croatian","6830"
"729","CC BY-NC-ND 4.0","Czech","7660"
"730","CC BY-NC-ND 4.0","Danish","2630"
"731","CC BY-NC-ND 4.0","Dutch","35100"
"732","CC BY-NC-ND 4.0","English","130000000"
"733","CC BY-NC-ND 4.0","Estonian","1640"
"734","CC BY-NC-ND 4.0","Finnish","10100"
"735","CC BY-NC-ND 4.0","French","233000"
"736","CC BY-NC-ND 4.0","German","85300"
"737","CC BY-NC-ND 4.0","Greek","12800"
"738","CC BY-NC-ND 4.0","Hebrew","509"
"739","CC BY-NC-ND 4.0","Hungarian","4840"
"740","CC BY-NC-ND 4.0","Icelandic","3200"
"741","CC BY-NC-ND 4.0","Indonesian","90700"
"742","CC BY-NC-ND 4.0","Italian","20000"
"743","CC BY-NC-ND 4.0","Japanese","29900"
"744","CC BY-NC-ND 4.0","Korean","39700"
"745","CC BY-NC-ND 4.0","Latvian","3920"
"746","CC BY-NC-ND 4.0","Lithuanian","5400"
"747","CC BY-NC-ND 4.0","Norwegian","8050"
"748","CC BY-NC-ND 4.0","Polish","63200"
"749","CC BY-NC-ND 4.0","Portuguese","771000"
"750","CC BY-NC-ND 4.0","Romanian","13600"
"751","CC BY-NC-ND 4.0","Russian","24600"
"752","CC BY-NC-ND 4.0","Serbian","3190"
"753","CC BY-NC-ND 4.0","Slovak","2160"
"754","CC BY-NC-ND 4.0","Slovenian","56700"
"755","CC BY-NC-ND 4.0","Spanish","698000"
"756","CC BY-NC-ND 4.0","Swedish","7290"
"757","CC BY-NC-ND 4.0","Turkish","99600"
"758","CC BY-NC-SA 4.0","Arabic","2000"
"759","CC BY-NC-SA 4.0","Bulgarian","686"
"760","CC BY-NC-SA 4.0","Catalan","3700"
"761","CC BY-NC-SA 4.0","Chinese (Simplified)","12000"
"762","CC BY-NC-SA 4.0","Chinese (Traditional)","1070"
"763","CC BY-NC-SA 4.0","Croatian","7330"
"764","CC BY-NC-SA 4.0","Czech","3550"
"765","CC BY-NC-SA 4.0","Danish","599"
"766","CC BY-NC-SA 4.0","Dutch","13000"
"767","CC BY-NC-SA 4.0","English","52000000"
"768","CC BY-NC-SA 4.0","Estonian","1210"
"769","CC BY-NC-SA 4.0","Finnish","3000"
"770","CC BY-NC-SA 4.0","French","302000"
"771","CC BY-NC-SA 4.0","German","50000"
"772","CC BY-NC-SA 4.0","Greek","10100"
"773","CC BY-NC-SA 4.0","Hebrew","70"
"774","CC BY-NC-SA 4.0","Hungarian","4200"
"775","CC BY-NC-SA 4.0","Icelandic","1090"
"776","CC BY-NC-SA 4.0","Indonesian","54100"
"777","CC BY-NC-SA 4.0","Italian","27600"
"778","CC BY-NC-SA 4.0","Japanese","7220"
"779","CC BY-NC-SA 4.0","Korean","10400"
"780","CC BY-NC-SA 4.0","Latvian","2690"
"781","CC BY-NC-SA 4.0","Lithuanian","2180"
"782","CC BY-NC-SA 4.0","Norwegian","3570"
"783","CC BY-NC-SA 4.0","Polish","55000"
"784","CC BY-NC-SA 4.0","Portuguese","524000"
"785","CC BY-NC-SA 4.0","Romanian","11400"
"786","CC BY-NC-SA 4.0","Russian","9330"
"787","CC BY-NC-SA 4.0","Serbian","3370"
"788","CC BY-NC-SA 4.0","Slovak","2530"
"789","CC BY-NC-SA 4.0","Slovenian","2620"
"790","CC BY-NC-SA 4.0","Spanish","532000"
"791","CC BY-NC-SA 4.0","Swedish","1660"
"792","CC BY-NC-SA 4.0","Turkish","86700"
"793","CC BY-ND 4.0","Arabic","3530"
"794","CC BY-ND 4.0","Bulgarian","927"
"795","CC BY-ND 4.0","Catalan","7830"
"796","CC BY-ND 4.0","Chinese (Simplified)","37300"
"797","CC BY-ND 4.0","Chinese (Traditional)","4880"
"798","CC BY-ND 4.0","Croatian","4600"
"799","CC BY-ND 4.0","Czech","5330"
"800","CC BY-ND 4.0","Danish","2000"
"801","CC BY-ND 4.0","Dutch","107000"
"802","CC BY-ND 4.0","English","97700000"
"803","CC BY-ND 4.0","Estonian","240"
"804","CC BY-ND 4.0","Finnish","7580"
"805","CC BY-ND 4.0","French","62500"
"806","CC BY-ND 4.0","German","90300"
"807","CC BY-ND 4.0","Greek","10500"
"808","CC BY-ND 4.0","Hebrew","305"
"809","CC BY-ND 4.0","Hungarian","4150"
"810","CC BY-ND 4.0","Icelandic","1160"
"811","CC BY-ND 4.0","Indonesian","95100"
"812","CC BY-ND 4.0","Italian","17000"
"813","CC BY-ND 4.0","Japanese","27300"
"814","CC BY-ND 4.0","Korean","14900"
"815","CC BY-ND 4.0","Latvian","190"
"816","CC BY-ND 4.0","Lithuanian","4940"
"817","CC BY-ND 4.0","Norwegian","4660"
"818","CC BY-ND 4.0","Polish","25100"
"819","CC BY-ND 4.0","Portuguese","132000"
"820","CC BY-ND 4.0","Romanian","12100"
"821","CC BY-ND 4.0","Russian","19900"
"822","CC BY-ND 4.0","Serbian","2980"
"823","CC BY-ND 4.0","Slovak","1460"
"824","CC BY-ND 4.0","Slovenian","51400"
"825","CC BY-ND 4.0","Spanish","368000"
"826","CC BY-ND 4.0","Swedish","3760"
"827","CC BY-ND 4.0","Turkish","33000"
"828","CC BY-SA 4.0","Arabic","14100"
"829","CC BY-SA 4.0","Bulgarian","7470"
"830","CC BY-SA 4.0","Catalan","22900"
"831","CC BY-SA 4.0","Chinese (Simplified)","51200"
"832","CC BY-SA 4.0","Chinese (Traditional)","12300"
"833","CC BY-SA 4.0","Croatian","60300"
"834","CC BY-SA 4.0","Czech","43200"
"835","CC BY-SA 4.0","Danish","12800"
"836","CC BY-SA 4.0","Dutch","85400"
"837","CC BY-SA 4.0","English","161000000"
"838","CC BY-SA 4.0","Estonian","4100"
"839","CC BY-SA 4.0","Finnish","17800"
"840","CC BY-SA 4.0","French","342000"
"841","CC BY-SA 4.0","German","1200000"
"842","CC BY-SA 4.0","Greek","20500"
"843","CC BY-SA 4.0","Hebrew","8820"
"844","CC BY-SA 4.0","Hungarian","24000"
"845","CC BY-SA 4.0","Icelandic","3990"
"846","CC BY-SA 4.0","Indonesian","234000"
"847","CC BY-SA 4.0","Italian","275000"
"848","CC BY-SA 4.0","Japanese","130000"
"849","CC BY-SA 4.0","Korean","37600"
"850","CC BY-SA 4.0","Latvian","7890"
"851","CC BY-SA 4.0","Lithuanian","9510"
"852","CC BY-SA 4.0","Norwegian","37100"
"853","CC BY-SA 4.0","Polish","136000"
"854","CC BY-SA 4.0","Portuguese","851000"
"855","CC BY-SA 4.0","Romanian","44000"
"856","CC BY-SA 4.0","Russian","118000"
"857","CC BY-SA 4.0","Serbian","61700"
"858","CC BY-SA 4.0","Slovak","22700"
"859","CC BY-SA 4.0","Slovenian","90700"
"860","CC BY-SA 4.0","Spanish","4550000"
"861","CC BY-SA 4.0","Swedish","30400"
"862","CC BY-SA 4.0","Turkish","128000"
"863","PDM 1.0","Arabic","3670"
"864","PDM 1.0","Bulgarian","758"
"865","PDM 1.0","Catalan","4210"
"866","PDM 1.0","Chinese (Simplified)","12600"
"867","PDM 1.0","Chinese (Traditional)","2900"
"868","PDM 1.0","Croatian","2710"
"869","PDM 1.0","Czech","12600"
"870","PDM 1.0","Danish","4250"
"871","PDM 1.0","Dutch","39800"
"872","PDM 1.0","English","4430000"
"873","PDM 1.0","Estonian","2030"
"874","PDM 1.0","Finnish","1730"
"875","PDM 1.0","French","54200"
"876","PDM 1.0","German","56000"
"877","PDM 1.0","Greek","2380"
"878","PDM 1.0","Hebrew","1700"
"879","PDM 1.0","Hungarian","3080"
"880","PDM 1.0","Icelandic","275"
"881","PDM 1.0","Indonesian","4090"
"882","PDM 1.0","Italian","27700"
"883","PDM 1.0","Japanese","17800"
"884","PDM 1.0","Korean","6060"
"885","PDM 1.0","Latvian","376"
"886","PDM 1.0","Lithuanian","1160"
"887","PDM 1.0","Norwegian","6410"
"888","PDM 1.0","Polish","17900"
"889","PDM 1.0","Portuguese","13900"
"890","PDM 1.0","Romanian","1750"
"891","PDM 1.0","Russian","15200"
"892","PDM 1.0","Serbian","2010"
"893","PDM 1.0","Slovak","1260"
"894","PDM 1.0","Slovenian","2410"
"895","PDM 1.0","Spanish","38400"
"896","PDM 1.0","Swedish","30500"
"897","PDM 1.0","Turkish","3830"
"898","CC0 1.0","Arabic","7820"
"899","CC0 1.0","Bulgarian","2090"
"900","CC0 1.0","Catalan","6090"
"901","CC0 1.0","Chinese (Simplified)","15300"
"902","CC0 1.0","Chinese (Traditional)","5430"
"903","CC0 1.0","Croatian","6180"
"904","CC0 1.0","Czech","16800"
"905","CC0 1.0","Danish","13100"
"906","CC0 1.0","Dutch","80900"
"907","CC0 1.0","English","29000000"
"908","CC0 1.0","Estonian","2760"
"909","CC0 1.0","Finnish","6830"
"910","CC0 1.0","French","65000"
"911","CC0 1.0","German","84800"
"912","CC0 1.0","Greek","5580"
"913","CC0 1.0","Hebrew","2880"
"914","CC0 1.0","Hungarian","8730"
"915","CC0 1.0","Icelandic","1540"
"916","CC0 1.0","Indonesian","7270"
"917","CC0 1.0","Italian","45600"
"918","CC0 1.0","Japanese","20100"
"919","CC0 1.0","Korean","8000"
"920","CC0 1.0","Latvian","1570"
"921","CC0 1.0","Lithuanian","2120"
"922","CC0 1.0","Norwegian","6390"
"923","CC0 1.0","Polish","27700"
"924","CC0 1.0","Portuguese","26600"
"925","CC0 1.0","Romanian","5740"
"926","CC0 1.0","Russian","29300"
"927","CC0 1.0","Serbian","23600"
"928","CC0 1.0","Slovak","3180"
"929","CC0 1.0","Slovenian","2870"
"930","CC0 1.0","Spanish","72000"
"931","CC0 1.0","Swedish","43000"
"932","CC0 1.0","Turkish","5910"
