"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"598","CC BY-SA 2.0 ZA","16600000"
"599","CC BY 1.0 FI","14700000"
"600","CC BY-NC 1.0 FI","675000"
"601","CC BY-NC-SA 1.0 FI","431000"
"602","CC BY-ND 1.0 FI","14500000"
"603","CC BY-ND-NC 1.0 FI","450000"
"604","CC BY-SA 1.0 FI","1630000"
"605","CC BY 1.0 IL","34000000"
"606","CC BY-NC 1.0 IL","4890000"
"607","CC BY-NC-SA 1.0 IL","692000"
"608","CC BY-ND 1.0 IL","33600000"
"609","CC BY-ND-NC 1.0 IL","604000"
"610","CC BY-SA 1.0 IL","16500000"
"611","CC BY 1.0 NL","18500000"
"612","CC BY-NC 1.0 NL","569000"
"613","CC BY-NC-SA 1.0 NL","301000"
"614","CC BY-ND 1.0 NL","18100000"
"615","CC BY-ND-NC 1.0 NL","259000"
"616","CC BY-SA 1.0 NL","6980000"
"617","CC DEVNATIONS 2.0","240"
"618","CC NC 2.0","43200000"
"619","CC NC-SA 2.0","17500000"
"620","CC ND 2.0","192000000"
"621","CC ND-NC 2.0","43300000"
"622","CC SA 2.0","93400000"
"623","CC NC 1.0","46400000"
"624","CC NC-SA 1.0","18500000"
"625","CC NC-SAMPLING+ 1.0","33300000"
"626","CC ND 1.0","204000000"
"627","CC ND-NC 1.0","46500000"
"628","CC SA 1.0","97200000"
"629","CC SAMPLING 1.0","160000000"
"630","CC SAMPLING+ 1.0","156000000"
"631","CC NC 2.0 JP","19700000"
"632","CC NC-SA 2.0 JP","6800000"
"633","CC ND 2.0 JP","101000000"
"634","CC ND-NC 2.0 JP","14300000"
"635","CC SA 2.0 JP","39700000"
"636","CC SAMPLING 1.0 BR","35900000"
"637","CC SAMPLING+ 1.0 BR","35900000"
"638","CC SAMPLING+ 1.0 DE","125000000"
"639","CC NC 1.0 FI","686000"
"640","CC NC-SA 1.0 FI","441000"
"641","CC ND 1.0 FI","14700000"
"642","CC ND-NC 1.0 FI","687000"
"643","CC SA 1.0 FI","1680000"
"644","CC NC 1.0 NL","599000"
"645","CC NC-SA 1.0 NL","313000"
"646","CC ND 1.0 NL","18300000"
"647","CC ND-NC 1.0 NL","602000"
"648","CC SA 1.0 NL","7090000"
"649","CC NC-SAMPLING+ 1.0 TW","16800000"
"650","CC SAMPLING 1.0 TW","88100000"
"651","CC SAMPLING+ 1.0 TW","88100000"
"652","CC PUBLICDOMAIN","51400000"
