"PLAN_INDEX","TOOL_IDENTIFIER","LANGUAGE","COUNT"
"767","CC BY-NC-SA 4.0","Korean","10600"
"768","CC BY-NC-SA 4.0","Latvian","2420"
"769","CC BY-NC-SA 4.0","Lithuanian","357"
"770","CC BY-NC-SA 4.0","Norwegian","2010"
"771","CC BY-NC-SA 4.0","Polish","21900"
"772","CC BY-NC-SA 4.0","Portuguese","322000"
"773","CC BY-NC-SA 4.0","Romanian","1220"
"774","CC BY-NC-SA 4.0","Russian","9460"
"775","CC BY-NC-SA 4.0","Serbian","4140"
"776","CC BY-NC-SA 4.0","Slovak","2520"
"777","CC BY-NC-SA 4.0","Slovenian","23000"
"778","CC BY-NC-SA 4.0","Spanish","290000"
"779","CC BY-NC-SA 4.0","Swedish","2070"
"780","CC BY-NC-SA 4.0","Turkish","57500"
"781","CC BY-ND 4.0","Arabic","35000"
"782","CC BY-ND 4.0","Bulgarian","13100"
"783","CC BY-ND 4.0","Catalan","87600"
"784","CC BY-ND 4.0","Chinese (Simplified)","165000"
"785","CC BY-ND 4.0","Chinese (Traditional)","33300"
"786","CC BY-ND 4.0","Croatian","44900"
"787","CC BY-ND 4.0","Czech","85600"
"788","CC BY-ND 4.0","Danish","57100"
"789","CC BY-ND 4.0","Dutch","118000"
"790","CC BY-ND 4.0","English","360000000"
"791","CC BY-ND 4.0","Estonian","8650"
"792","CC BY-ND 4.0","Finnish","63800"
"793","CC BY-ND 4.0","French","363000"
"794","CC BY-ND 4.0","German","1010000"
"795","CC BY-ND 4.0","Greek","29300"
"796","CC BY-ND 4.0","Hebrew","30600"
"797","CC BY-ND 4.0","Hungarian","25400"
"798","CC BY-ND 4.0","Icelandic","13100"
"799","CC BY-ND 4.0","Indonesian","4490000"
"800","CC BY-ND 4.0","Italian","149000"
"801","CC BY-ND 4.0","Japanese","292000"
"802","CC BY-ND 4.0","Korean","87300"
"803","CC BY-ND 4.0","Latvian","21200"
"804","CC BY-ND 4.0","Lithuanian","29200"
"805","CC BY-ND 4.0","Norwegian","56900"
"806","CC BY-ND 4.0","Polish","153000"
"807","CC BY-ND 4.0","Portuguese","596000"
"808","CC BY-ND 4.0","Romanian","27200"
"809","CC BY-ND 4.0","Russian","308000"
"810","CC BY-ND 4.0","Serbian","53200"
"811","CC BY-ND 4.0","Slovak","21300"
"812","CC BY-ND 4.0","Slovenian","154000"
"813","CC BY-ND 4.0","Spanish","3190000"
"814","CC BY-ND 4.0","Swedish","55400"
"815","CC BY-ND 4.0","Turkish","166000"
"816","CC BY-SA 4.0","Arabic","15700"
"817","CC BY-SA 4.0","Bulgarian","14300"
"818","CC BY-SA 4.0","Catalan","35600"
"819","CC BY-SA 4.0","Chinese (Simplified)","41800"
"820","CC BY-SA 4.0","Chinese (Traditional)","11800"
"821","CC BY-SA 4.0","Croatian","62000"
"822","CC BY-SA 4.0","Czech","50400"
"823","CC BY-SA 4.0","Danish","24300"
"824","CC BY-SA 4.0","Dutch","67900"
"825","CC BY-SA 4.0","English","174000000"
"826","CC BY-SA 4.0","Estonian","5430"
"827","CC BY-SA 4.0","Finnish","22000"
"828","CC BY-SA 4.0","French","379000"
"829","CC BY-SA 4.0","German","2530000"
"830","CC BY-SA 4.0","Greek","18700"
"831","CC BY-SA 4.0","Hebrew","8640"
"832","CC BY-SA 4.0","Hungarian","22300"
"833","CC BY-SA 4.0","Icelandic","5410"
"834","CC BY-SA 4.0","Indonesian","319000"
"835","CC BY-SA 4.0","Italian","295000"
"836","CC BY-SA 4.0","Japanese","92800"
"837","CC BY-SA 4.0","Korean","47000"
"838","CC BY-SA 4.0","Latvian","10800"
"839","CC BY-SA 4.0","Lithuanian","11900"
"840","CC BY-SA 4.0","Norwegian","44000"
"841","CC BY-SA 4.0","Polish","155000"
"842","CC BY-SA 4.0","Portuguese","447000"
"843","CC BY-SA 4.0","Romanian","34000"
"844","CC BY-SA 4.0","Russian","144000"
"845","CC BY-SA 4.0","Serbian","76400"
"846","CC BY-SA 4.0","Slovak","29900"
"847","CC BY-SA 4.0","Slovenian","150000"
"848","CC BY-SA 4.0","Spanish","3950000"
"849","CC BY-SA 4.0","Swedish","32000"
"850","CC BY-SA 4.0","Turkish","138000"
"851","PDM 1.0","Arabic","6890"
"852","PDM 1.0","Bulgarian","1760"
"853","PDM 1.0","Catalan","4490"
"854","PDM 1.0","Chinese (Simplified)","12800"
"855","PDM 1.0","Chinese (Traditional)","3350"
"856","PDM 1.0","Croatian","3520"
"857","PDM 1.0","Czech","9970"
"858","PDM 1.0","Danish","6700"
"859","PDM 1.0","Dutch","44400"
"860","PDM 1.0","English","6960000"
"861","PDM 1.0","Estonian","4650"
"862","PDM 1.0","Finnish","4830"
"863","PDM 1.0","French","64300"
"864","PDM 1.0","German","62900"
"865","PDM 1.0","Greek","3450"
"866","PDM 1.0","Hebrew","2260"
"867","PDM 1.0","Hungarian","3670"
"868","PDM 1.0","Icelandic","1130"
"869","PDM 1.0","Indonesian","5260"
"870","PDM 1.0","Italian","37300"
"871","PDM 1.0","Japanese","20100"
"872","PDM 1.0","Korean","13400"
"873","PDM 1.0","Latvian","987"
"874","PDM 1.0","Lithuanian","3230"
"875","PDM 1.0","Norwegian","4910"
"876","PDM 1.0","Polish","15300"
"877","PDM 1.0","Portuguese","18700"
"878","PDM 1.0","Romanian","5260"
"879","PDM 1.0","Russian","21800"
"880","PDM 1.0","Serbian","2290"
"881","PDM 1.0","Slovak","2690"
"882","PDM 1.0","Slovenian","13700"
"883","PDM 1.0","Spanish","50100"
"884","PDM 1.0","Swedish","36100"
"885","PDM 1.0","Turkish","5820"
"886","CC0 1.0","Arabic","10400"
"887","CC0 1.0","Bulgarian","3930"
"888","CC0 1.0","Catalan","8710"
"889","CC0 1.0","Chinese (Simplified)","18100"
"890","CC0 1.0","Chinese (Traditional)","6320"
"891","CC0 1.0","Croatian","7150"
"892","CC0 1.0","Czech","25300"
"893","CC0 1.0","Danish","23500"
"894","CC0 1.0","Dutch","71500"
"895","CC0 1.0","English","23600000"
"896","CC0 1.0","Estonian","5060"
"897","CC0 1.0","Finnish","18300"
"898","CC0 1.0","French","69800"
"899","CC0 1.0","German","93300"
"900","CC0 1.0","Greek","10500"
"901","CC0 1.0","Hebrew","3850"
"902","CC0 1.0","Hungarian","5870"
"903","CC0 1.0","Icelandic","1880"
"904","CC0 1.0","Indonesian","8900"
"905","CC0 1.0","Italian","54700"
"906","CC0 1.0","Japanese","22300"
"907","CC0 1.0","Korean","14200"
"908","CC0 1.0","Latvian","4670"
"909","CC0 1.0","Lithuanian","7450"
"910","CC0 1.0","Norwegian","7360"
"911","CC0 1.0","Polish","25100"
"912","CC0 1.0","Portuguese","30100"
"913","CC0 1.0","Romanian","11300"
"914","CC0 1.0","Russian","62300"
"915","CC0 1.0","Serbian","37000"
"916","CC0 1.0","Slovak","6120"
"917","CC0 1.0","Slovenian","5710"
"918","CC0 1.0","Spanish","87200"
"919","CC0 1.0","Swedish","54000"
"920","CC0 1.0","Turkish","17600"
