"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"599","CC BY-NC-SA 1.0 IL","686000"
"600","CC BY-ND 1.0 IL","26400000"
"601","CC BY-ND-NC 1.0 IL","6310000"
"602","CC BY-SA 1.0 IL","14500000"
"603","CC BY 1.0 NL","16000000"
"604","CC BY-NC 1.0 NL","541000"
"605","CC BY-NC-SA 1.0 NL","303000"
"606","CC BY-ND 1.0 NL","15700000"
"607","CC BY-ND-NC 1.0 NL","587000"
"608","CC BY-SA 1.0 NL","6290000"
"609","CC DEVNATIONS 2.0","95"
"610","CC NC 1.0","36900000"
"611","CC NC-SA 1.0","16900000"
"612","CC NC-SAMPLING+ 1.0","27600000"
"613","CC ND 1.0","189000000"
"614","CC ND-NC 1.0","36900000"
"615","CC SA 1.0","78800000"
"616","CC SAMPLING 1.0","124000000"
"617","CC SAMPLING+ 1.0","124000000"
"618","CC NC 2.0 JP","18400000"
"619","CC NC-SA 2.0 JP","6950000"
"620","CC ND 2.0 JP","75900000"
"621","CC ND-NC 2.0 JP","18400000"
"622","CC SA 2.0 JP","30900000"
"623","CC SAMPLING 1.0 BR","24100000"
"624","CC SAMPLING+ 1.0 BR","24200000"
"625","CC SAMPLING+ 1.0 DE","95600000"
"626","CC NC 1.0 FI","697000"
"627","CC NC-SA 1.0 FI","435000"
"628","CC ND 1.0 FI","13500000"
"629","CC ND-NC 1.0 FI","698000"
"630","CC SA 1.0 FI","2400000"
"631","CC NC 1.0 NL","585000"
"632","CC NC-SA 1.0 NL","313000"
"633","CC ND 1.0 NL","15400000"
"634","CC ND-NC 1.0 NL","586000"
"635","CC SA 1.0 NL","6320000"
"636","CC NC-SAMPLING+ 1.0 TW","12400000"
"637","CC SAMPLING 1.0 TW","36100000"
"638","CC SAMPLING+ 1.0 TW","36200000"
"639","CERTIFICATION 1.0 US","138000"
"640","CERTIFICATION 1.0 US","45900000"
