"TOOL_IDENTIFIER","CATEGORY_CODE","CATEGORY_NAME","COUNT"
"CC0 1.0","physics.flu-dyn","Fluid Dynamics","246"
"CC0 1.0","physics.gen-ph","General Physics","65"
"CC0 1.0","physics.geo-ph","Geophysics","51"
"CC0 1.0","physics.hist-ph","History and Philosophy of Physics","31"
"CC0 1.0","physics.ins-det","Instrumentation and Detectors","141"
"CC0 1.0","physics.med-ph","Medical Physics","64"
"CC0 1.0","physics.optics","Optics","298"
"CC0 1.0","physics.plasm-ph","Plasma Physics","129"
"CC0 1.0","physics.pop-ph","Popular Physics","12"
"CC0 1.0","physics.soc-ph","Physics and Society","149"
"CC0 1.0","physics.space-ph","Space Physics","37"
"CC0 1.0","q-bio.BM","Biomolecules","31"
"CC0 1.0","q-bio.CB","Cell Behavior","9"
"CC0 1.0","q-bio.GN","Genomics","22"
"CC0 1.0","q-bio.MN","Molecular Networks","14"
"CC0 1.0","q-bio.NC","Neurons and Cognition","103"
"CC0 1.0","q-bio.OT","Other Quantitative Biology","14"
"CC0 1.0","q-bio.PE","Populations and Evolution","78"
"CC0 1.0","q-bio.QM","Quantitative Methods","89"
"CC0 1.0","q-bio.SC","Subcellular Processes","4"
"CC0 1.0","q-bio.TO","Tissues and Organs","25"
"CC0 1.0","q-fin.CP","Computational Finance","26"
"CC0 1.0","q-fin.EC","Economics","104"
"CC0 1.0","q-fin.GN","General Finance","15"
"CC0 1.0","q-fin.MF","Mathematical Finance","16"
"CC0 1.0","q-fin.PM","Portfolio Management","15"
"CC0 1.0","q-fin.PR","Pricing of Securities","13"
"CC0 1.0","q-fin.RM","Risk Management","16"
"CC0 1.0","q-fin.ST","Statistical Finance","21"
"CC0 1.0","q-fin.TR","Trading and Market Microstructure","16"
"CC0 1.0","quant-ph","Quantum Physics","969"
"CC0 1.0","stat.AP","Applications","158"
"CC0 1.0","stat.CO","Computation","63"
"CC0 1.0","stat.ME","Methodology","209"
"CC0 1.0","stat.ML","Machine Learning","439"
"CC0 1.0","stat.OT","Other Statistics","15"
"CC0 1.0","stat.TH","Statistics Theory","203"
