"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"73","CC BY-ND 3.0 CH","76700000"
"74","CC BY-SA 3.0 CH","28100000"
"75","CC BY 3.0 CL","182000000"
"76","CC BY-NC 3.0 CL","43700000"
"77","CC BY-NC-ND 3.0 CL","8980000"
"78","CC BY-NC-SA 3.0 CL","22400000"
"79","CC BY-ND 3.0 CL","33200000"
"80","CC BY-SA 3.0 CL","105000000"
"81","CC BY 3.0 CN","20300000"
"82","CC BY-NC 3.0 CN","2800000"
"83","CC BY-NC-ND 3.0 CN","2800000"
"84","CC BY-NC-SA 3.0 CN","436000"
"85","CC BY-ND 3.0 CN","21700000"
"86","CC BY-SA 3.0 CN","8140000"
"87","CC BY 3.0 CR","31900000"
"88","CC BY-NC 3.0 CR","6290000"
"89","CC BY-NC-ND 3.0 CR","6290000"
"90","CC BY-NC-SA 3.0 CR","803000"
"91","CC BY-ND 3.0 CR","30500000"
"92","CC BY-SA 3.0 CR","19000000"
"93","CC BY 3.0 CZ","372000"
"94","CC BY-NC 3.0 CZ","158000"
"95","CC BY-NC-ND 3.0 CZ","158000"
"96","CC BY-NC-SA 3.0 CZ","92400"
"97","CC BY-ND 3.0 CZ","385000"
"98","CC BY-SA 3.0 CZ","205000"
"99","CC BY 3.0 DE","394000000"
"100","CC BY-NC 3.0 DE","163000000"
"101","CC BY-NC-ND 3.0 DE","25700000"
"102","CC BY-NC-SA 3.0 DE","74800000"
"103","CC BY-ND 3.0 DE","133000000"
"104","CC BY-SA 3.0 DE","255000000"
"105","CC BY 3.0 EC","194000000"
"106","CC BY-NC 3.0 EC","44600000"
"107","CC BY-NC-ND 3.0 EC","8420000"
"108","CC BY-NC-SA 3.0 EC","21000000"
"109","CC BY-ND 3.0 EC","36400000"
"110","CC BY-SA 3.0 EC","107000000"
"111","CC BY 3.0 EE","13100000"
"112","CC BY-NC 3.0 EE","799000"
"113","CC BY-NC-ND 3.0 EE","799000"
"114","CC BY-NC-SA 3.0 EE","540000"
"115","CC BY-ND 3.0 EE","13000000"
"116","CC BY-SA 3.0 EE","3080000"
"117","CC BY 3.0 EG","141000000"
"118","CC BY-NC 3.0 EG","27800000"
"119","CC BY-NC-ND 3.0 EG","27800000"
"120","CC BY-NC-SA 3.0 EG","13400000"
"121","CC BY-ND 3.0 EG","140000000"
"122","CC BY-SA 3.0 EG","60300000"
"123","CC BY 3.0 ES","28800000"
"124","CC BY-NC 3.0 ES","7590000"
"125","CC BY-NC-ND 3.0 ES","5800000"
"126","CC BY-NC-SA 3.0 ES","1360000"
"127","CC BY-ND 3.0 ES","35000000"
"128","CC BY-SA 3.0 ES","19900000"
"129","CC BY 3.0 FR","396000000"
"130","CC BY-NC 3.0 FR","202000000"
"131","CC BY-NC-ND 3.0 FR","41000000"
"132","CC BY-NC-SA 3.0 FR","93800000"
"133","CC BY-ND 3.0 FR","192000000"
"134","CC BY-SA 3.0 FR","292000000"
"135","CC BY 3.0 GE","128000000"
"136","CC BY-NC 3.0 GE","28900000"
"137","CC BY-NC-ND 3.0 GE","5480000"
"138","CC BY-NC-SA 3.0 GE","15300000"
"139","CC BY-ND 3.0 GE","24700000"
"140","CC BY-SA 3.0 GE","66900000"
"141","CC BY 3.0 GR","67500000"
"142","CC BY-NC 3.0 GR","16700000"
"143","CC BY-NC-ND 3.0 GR","16700000"
"144","CC BY-NC-SA 3.0 GR","6340000"
"145","CC BY-ND 3.0 GR","66600000"
"146","CC BY-SA 3.0 GR","28500000"
"147","CC BY 3.0 GT","31800000"
"148","CC BY-NC 3.0 GT","6550000"
"149","CC BY-NC-ND 3.0 GT","407000"
"150","CC BY-NC-SA 3.0 GT","788000"
"151","CC BY-ND 3.0 GT","5450000"
"152","CC BY-SA 3.0 GT","16000000"
"153","CC BY 3.0 HK","15600000"
"154","CC BY-NC 3.0 HK","739000"
"155","CC BY-NC-ND 3.0 HK","739000"
"156","CC BY-NC-SA 3.0 HK","348000"
"157","CC BY-ND 3.0 HK","15600000"
"158","CC BY-SA 3.0 HK","2790000"
"159","CC BY 3.0 HR","48900000"
"160","CC BY-NC 3.0 HR","11300000"
"161","CC BY-NC-ND 3.0 HR","11300000"
"162","CC BY-NC-SA 3.0 HR","1450000"
"163","CC BY-ND 3.0 HR","48700000"
"164","CC BY-SA 3.0 HR","22600000"
"165","CC BY 3.0 IE","318000000"
"166","CC BY-NC 3.0 IE","91900000"
"167","CC BY-NC-ND 3.0 IE","17400000"
"168","CC BY-NC-SA 3.0 IE","32800000"
"169","CC BY-ND 3.0 IE","82000000"
"170","CC BY-SA 3.0 IE","165000000"
"171","CC BY 3.0 IGO","234000"
"172","CC BY-NC 3.0 IGO","134000"
"173","CC BY-NC-ND 3.0 IGO","135000"
"174","CC BY-NC-SA 3.0 IGO","109000"
"175","CC BY-ND 3.0 IGO","228000"
"176","CC BY-SA 3.0 IGO","155000"
"177","CC BY 3.0 IT","397000000"
"178","CC BY-NC 3.0 IT","202000000"
"179","CC BY-NC-ND 3.0 IT","50800000"
"180","CC BY-NC-SA 3.0 IT","93800000"
"181","CC BY-ND 3.0 IT","193000000"
"182","CC BY-SA 3.0 IT","295000000"
"183","CC BY 3.0 LU","29500000"
"184","CC BY-NC 3.0 LU","7950000"
"185","CC BY-NC-ND 3.0 LU","7970000"
"186","CC BY-NC-SA 3.0 LU","754000"
"187","CC BY-ND 3.0 LU","31700000"
"188","CC BY-SA 3.0 LU","16700000"
"189","CC BY 3.0 NL","16700000"
"190","CC BY-NC 3.0 NL","670000"
"191","CC BY-NC-ND 3.0 NL","670000"
"192","CC BY-NC-SA 3.0 NL","346000"
"193","CC BY-ND 3.0 NL","15600000"
"194","CC BY-SA 3.0 NL","8410000"
"195","CC BY 3.0 NO","396000000"
"196","CC BY-NC 3.0 NO","200000000"
"197","CC BY-NC-ND 3.0 NO","45600000"
"198","CC BY-NC-SA 3.0 NO","91900000"
"199","CC BY-ND 3.0 NO","188000000"
"200","CC BY-SA 3.0 NO","290000000"
"201","CC BY 3.0 NZ","386000"
"202","CC BY-NC 3.0 NZ","169000"
"203","CC BY-NC-ND 3.0 NZ","168000"
"204","CC BY-NC-SA 3.0 NZ","103000"
"205","CC BY-ND 3.0 NZ","463000"
"206","CC BY-SA 3.0 NZ","193000"
"207","CC BY 3.0 PH","231000000"
"208","CC BY-NC 3.0 PH","52800000"
"209","CC BY-NC-ND 3.0 PH","12100000"
"210","CC BY-NC-SA 3.0 PH","23000000"
"211","CC BY-ND 3.0 PH","46800000"
"212","CC BY-SA 3.0 PH","116000000"
"213","CC BY 3.0 PL","96600000"
"214","CC BY-NC 3.0 PL","19600000"
"215","CC BY-NC-ND 3.0 PL","1040000"
"216","CC BY-NC-SA 3.0 PL","9450000"
"217","CC BY-ND 3.0 PL","20200000"
"218","CC BY-SA 3.0 PL","47800000"
"219","CC BY 3.0 PR","22900000"
"220","CC BY-NC 3.0 PR","5560000"
"221","CC BY-NC-ND 3.0 PR","5560000"
"222","CC BY-NC-SA 3.0 PR","871000"
"223","CC BY-ND 3.0 PR","24500000"
"224","CC BY-SA 3.0 PR","11200000"
"225","CC BY 3.0 PT","125000000"
"226","CC BY-NC 3.0 PT","26200000"
"227","CC BY-NC-ND 3.0 PT","4630000"
"228","CC BY-NC-SA 3.0 PT","11100000"
"229","CC BY-ND 3.0 PT","21700000"
"230","CC BY-SA 3.0 PT","54500000"
"231","CC BY 3.0 RO","11700000"
"232","CC BY-NC 3.0 RO","1050000"
"233","CC BY-NC-ND 3.0 RO","1050000"
"234","CC BY-NC-SA 3.0 RO","624000"
"235","CC BY-ND 3.0 RO","12100000"
"236","CC BY-SA 3.0 RO","4910000"
"237","CC BY 3.0 RS","29100000"
"238","CC BY-NC 3.0 RS","7340000"
"239","CC BY-NC-ND 3.0 RS","7280000"
"240","CC BY-NC-SA 3.0 RS","976000"
"241","CC BY-ND 3.0 RS","28600000"
"242","CC BY-SA 3.0 RS","10600000"
"243","CC BY 3.0 SG","23800000"
"244","CC BY-NC 3.0 SG","3310000"
"245","CC BY-NC-ND 3.0 SG","3320000"
"246","CC BY-NC-SA 3.0 SG","617000"
"247","CC BY-ND 3.0 SG","23800000"
"248","CC BY-SA 3.0 SG","11300000"
"249","CC BY 3.0 TH","203000000"
"250","CC BY-NC 3.0 TH","48400000"
"251","CC BY-NC-ND 3.0 TH","48400000"
"252","CC BY-NC-SA 3.0 TH","20100000"
"253","CC BY-ND 3.0 TH","203000000"
"254","CC BY-SA 3.0 TH","81900000"
"255","CC BY 3.0 TW","54000000"
"256","CC BY-NC 3.0 TW","17900000"
"257","CC BY-NC-ND 3.0 TW","17900000"
"258","CC BY-NC-SA 3.0 TW","2950000"
"259","CC BY-ND 3.0 TW","59100000"
"260","CC BY-SA 3.0 TW","21200000"
"261","CC BY 3.0 UG","76500000"
"262","CC BY-NC 3.0 UG","19300000"
"263","CC BY-NC-ND 3.0 UG","1440000"
"264","CC BY-NC-SA 3.0 UG","7280000"
"265","CC BY-ND 3.0 UG","19100000"
"266","CC BY-SA 3.0 UG","31000000"
"267","CC BY 3.0 US","397000000"
"268","CC BY-NC 3.0 US","179000000"
"269","CC BY-NC-ND 3.0 US","25700000"
"270","CC BY-NC-SA 3.0 US","87900000"
"271","CC BY-ND 3.0 US","109000000"
"272","CC BY-SA 3.0 US","301000000"
"273","CC BY 3.0 VE","186000000"
"274","CC BY-NC 3.0 VE","42600000"
"275","CC BY-NC-ND 3.0 VE","42700000"
"276","CC BY-NC-SA 3.0 VE","18800000"
"277","CC BY-ND 3.0 VE","196000000"
"278","CC BY-SA 3.0 VE","75800000"
"279","CC BY 3.0 VN","5170000"
"280","CC BY-NC 3.0 VN","308000"
"281","CC BY-NC-ND 3.0 VN","308000"
"282","CC BY-NC-SA 3.0 VN","190000"
"283","CC BY-ND 3.0 VN","4940000"
"284","CC BY-SA 3.0 VN","585000"
"285","CC BY 3.0 ZA","5730000"
"286","CC BY-NC 3.0 ZA","361000"
"287","CC BY-NC-ND 3.0 ZA","359000"
"288","CC BY-NC-SA 3.0 ZA","248000"
"289","CC BY-ND 3.0 ZA","4500000"
"290","CC BY-SA 3.0 ZA","817000"
"291","CC BY 2.5 AR","69100000"
"292","CC BY-NC 2.5 AR","15600000"
"293","CC BY-NC-ND 2.5 AR","15600000"
"294","CC BY-NC-SA 2.5 AR","6430000"
"295","CC BY-ND 2.5 AR","71000000"
"296","CC BY-SA 2.5 AR","31700000"
"297","CC BY 2.5 AU","47600000"
"298","CC BY-NC 2.5 AU","8950000"
"299","CC BY-NC-ND 2.5 AU","8950000"
"300","CC BY-NC-SA 2.5 AU","1180000"
"301","CC BY-ND 2.5 AU","49300000"
"302","CC BY-SA 2.5 AU","20800000"
"303","CC BY 2.5 BG","31200000"
"304","CC BY-NC 2.5 BG","5950000"
"305","CC BY-NC-ND 2.5 BG","5940000"
"306","CC BY-NC-SA 2.5 BG","717000"
"307","CC BY-ND 2.5 BG","32000000"
"308","CC BY-SA 2.5 BG","16900000"
"309","CC BY 2.5 BR","51500000"
"310","CC BY-NC 2.5 BR","12900000"
"311","CC BY-NC-ND 2.5 BR","12900000"
"312","CC BY-NC-SA 2.5 BR","2450000"
"313","CC BY-ND 2.5 BR","53800000"
"314","CC BY-SA 2.5 BR","23800000"
"315","CC BY 2.5 CA","142000000"
"316","CC BY-NC 2.5 CA","29900000"
"317","CC BY-NC-ND 2.5 CA","29900000"
"318","CC BY-NC-SA 2.5 CA","15200000"
"319","CC BY-ND 2.5 CA","147000000"
"320","CC BY-SA 2.5 CA","66600000"
"321","CC BY 2.5 CH","101000000"
"322","CC BY-NC 2.5 CH","20500000"
"323","CC BY-NC-ND 2.5 CH","20500000"
"324","CC BY-NC-SA 2.5 CH","8950000"
"325","CC BY-ND 2.5 CH","105000000"
"326","CC BY-SA 2.5 CH","43000000"
"327","CC BY 2.5 CN","27400000"
"328","CC BY-NC 2.5 CN","6480000"
"329","CC BY-NC-ND 2.5 CN","6480000"
"330","CC BY-NC-SA 2.5 CN","630000"
"331","CC BY-ND 2.5 CN","28200000"
"332","CC BY-SA 2.5 CN","14600000"
"333","CC BY 2.5 CO","172000000"
"334","CC BY-NC 2.5 CO","32200000"
"335","CC BY-NC-ND 2.5 CO","32200000"
"336","CC BY-NC-SA 2.5 CO","16500000"
"337","CC BY-ND 2.5 CO","174000000"
"338","CC BY-SA 2.5 CO","75100000"
"339","CC BY 2.5 DK","21300000"
"340","CC BY-NC 2.5 DK","938000"
"341","CC BY-NC-ND 2.5 DK","937000"
"342","CC BY-NC-SA 2.5 DK","429000"
"343","CC BY-ND 2.5 DK","21800000"
"344","CC BY-SA 2.5 DK","9970000"
"345","CC BY 2.5 ES","44600000"
"346","CC BY-NC 2.5 ES","9580000"
"347","CC BY-NC-ND 2.5 ES","9550000"
"348","CC BY-NC-SA 2.5 ES","2440000"
"349","CC BY-ND 2.5 ES","45600000"
"350","CC BY-SA 2.5 ES","22600000"
"351","CC BY 2.5 HR","79500000"
"352","CC BY-NC 2.5 HR","17300000"
"353","CC BY-NC-ND 2.5 HR","17300000"
"354","CC BY-NC-SA 2.5 HR","6430000"
"355","CC BY-ND 2.5 HR","81600000"
"356","CC BY-SA 2.5 HR","30000000"
"357","CC BY 2.5 HU","62100000"
"358","CC BY-NC 2.5 HU","14500000"
"359","CC BY-NC-ND 2.5 HU","14500000"
"360","CC BY-NC-SA 2.5 HU","3510000"
"361","CC BY-ND 2.5 HU","61700000"
"362","CC BY-SA 2.5 HU","27500000"
"363","CC BY 2.5 IL","37200000"
"364","CC BY-NC 2.5 IL","9580000"
"365","CC BY-NC-ND 2.5 IL","9580000"
"366","CC BY-NC-SA 2.5 IL","1130000"
"367","CC BY-ND 2.5 IL","38300000"
"368","CC BY-SA 2.5 IL","19400000"
"369","CC BY 2.5 IN","206000000"
"370","CC BY-NC 2.5 IN","51000000"
"371","CC BY-NC-ND 2.5 IN","51500000"
"372","CC BY-NC-SA 2.5 IN","22700000"
"373","CC BY-ND 2.5 IN","211000000"
"374","CC BY-SA 2.5 IN","96900000"
"375","CC BY 2.5 IT","206000000"
"376","CC BY-NC 2.5 IT","51500000"
"377","CC BY-NC-ND 2.5 IT","51500000"
"378","CC BY-NC-SA 2.5 IT","22700000"
"379","CC BY-ND 2.5 IT","210000000"
"380","CC BY-SA 2.5 IT","102000000"
"381","CC BY 2.5 MK","39500000"
"382","CC BY-NC 2.5 MK","7730000"
"383","CC BY-NC-ND 2.5 MK","7730000"
"384","CC BY-NC-SA 2.5 MK","805000"
"385","CC BY-ND 2.5 MK","39100000"
"386","CC BY-SA 2.5 MK","20300000"
"387","CC BY 2.5 MT","49200000"
"388","CC BY-NC 2.5 MT","11200000"
"389","CC BY-NC-ND 2.5 MT","11200000"
"390","CC BY-NC-SA 2.5 MT","1990000"
"391","CC BY-ND 2.5 MT","50800000"
"392","CC BY-SA 2.5 MT","23900000"
"393","CC BY 2.5 MX","13700000"
"394","CC BY-NC 2.5 MX","530000"
"395","CC BY-NC-ND 2.5 MX","529000"
"396","CC BY-NC-SA 2.5 MX","315000"
"397","CC BY-ND 2.5 MX","13500000"
"398","CC BY-SA 2.5 MX","1680000"
"399","CC BY 2.5 MY","123000000"
"400","CC BY-NC 2.5 MY","14600000"
"401","CC BY-NC-ND 2.5 MY","14600000"
"402","CC BY-NC-SA 2.5 MY","2810000"
"403","CC BY-ND 2.5 MY","125000000"
"404","CC BY-SA 2.5 MY","31300000"
"405","CC BY 2.5 NL","19900000"
"406","CC BY-NC 2.5 NL","764000"
"407","CC BY-NC-ND 2.5 NL","763000"
"408","CC BY-NC-SA 2.5 NL","414000"
"409","CC BY-ND 2.5 NL","19600000"
"410","CC BY-SA 2.5 NL","8510000"
"411","CC BY 2.5 PE","36400000"
"412","CC BY-NC 2.5 PE","7130000"
"413","CC BY-NC-ND 2.5 PE","7120000"
"414","CC BY-NC-SA 2.5 PE","967000"
"415","CC BY-ND 2.5 PE","36100000"
"416","CC BY-SA 2.5 PE","18000000"
"417","CC BY 2.5 PL","25400000"
"418","CC BY-NC 2.5 PL","2310000"
"419","CC BY-NC-ND 2.5 PL","2300000"
"420","CC BY-NC-SA 2.5 PL","718000"
"421","CC BY-ND 2.5 PL","25600000"
"422","CC BY-SA 2.5 PL","14200000"
"423","CC BY 2.5 PT","146000000"
"424","CC BY-NC 2.5 PT","28700000"
"425","CC BY-NC-ND 2.5 PT","28700000"
"426","CC BY-NC-SA 2.5 PT","14300000"
"427","CC BY-ND 2.5 PT","150000000"
"428","CC BY-SA 2.5 PT","64000000"
"429","CC BY 2.5 SCOTLAND","484000"
"430","CC BY-NC 2.5 SCOTLAND","155000"
"431","CC BY-NC-ND 2.5 SCOTLAND","155000"
"432","CC BY-NC-SA 2.5 SCOTLAND","104000"
"433","CC BY-ND 2.5 SCOTLAND","339000"
"434","CC BY-SA 2.5 SCOTLAND","230000"
"435","CC BY 2.5 SE","82400000"
"436","CC BY-NC 2.5 SE","17300000"
"437","CC BY-NC-ND 2.5 SE","17200000"
"438","CC BY-NC-SA 2.5 SE","7360000"
"439","CC BY-ND 2.5 SE","84600000"
"440","CC BY-SA 2.5 SE","33600000"
"441","CC BY 2.5 SI","35300000"
"442","CC BY-NC 2.5 SI","6750000"
"443","CC BY-NC-ND 2.5 SI","6740000"
"444","CC BY-NC-SA 2.5 SI","910000"
"445","CC BY-ND 2.5 SI","35700000"
"446","CC BY-SA 2.5 SI","17800000"
"447","CC BY 2.5 TW","15700000"
"448","CC BY-NC 2.5 TW","744000"
"449","CC BY-NC-ND 2.5 TW","744000"
"450","CC BY-NC-SA 2.5 TW","470000"
"451","CC BY-ND 2.5 TW","16100000"
"452","CC BY-SA 2.5 TW","4820000"
"453","CC BY 2.5 ZA","6890000"
"454","CC BY-NC 2.5 ZA","382000"
"455","CC BY-NC-ND 2.5 ZA","382000"
"456","CC BY-NC-SA 2.5 ZA","279000"
"457","CC BY-ND 2.5 ZA","7200000"
"458","CC BY-SA 2.5 ZA","801000"
"459","CC BY 2.1 AU","53600000"
"460","CC BY-NC 2.1 AU","9840000"
"461","CC BY-NC-ND 2.1 AU","9840000"
"462","CC BY-NC-SA 2.1 AU","1450000"
"463","CC BY-ND 2.1 AU","52400000"
"464","CC BY-SA 2.1 AU","25300000"
"465","CC BY 2.1 CA","130000000"
"466","CC BY-NC 2.1 CA","27800000"
"467","CC BY-NC-ND 2.1 CA","27800000"
"468","CC BY-NC-SA 2.1 CA","15500000"
"469","CC BY-ND 2.1 CA","129000000"
"470","CC BY-SA 2.1 CA","72200000"
"471","CC BY 2.1 ES","47700000"
"472","CC BY-NC 2.1 ES","9650000"
"473","CC BY-NC-ND 2.1 ES","9650000"
"474","CC BY-NC-SA 2.1 ES","2530000"
"475","CC BY-ND 2.1 ES","46900000"
"476","CC BY-SA 2.1 ES","24200000"
"477","CC BY 2.1 JP","103000000"
"478","CC BY-NC 2.1 JP","21800000"
"479","CC BY-NC-ND 2.1 JP","21800000"
"480","CC BY-NC-SA 2.1 JP","11100000"
"481","CC BY-ND 2.1 JP","101000000"
"482","CC BY-SA 2.1 JP","48100000"
"483","CC BY 2.0 AT","407000000"
"484","CC BY-NC 2.0 AT","187000000"
"485","CC BY-NC-ND 2.0 AT","186000000"
"486","CC BY-NC-SA 2.0 AT","89200000"
"487","CC BY-ND 2.0 AT","407000000"
"488","CC BY-SA 2.0 AT","292000000"
"489","CC BY 2.0 AU","185000000"
"490","CC BY-NC 2.0 AU","39500000"
"491","CC BY-NC-ND 2.0 AU","39500000"
"492","CC BY-NC-SA 2.0 AU","16200000"
"493","CC BY-ND 2.0 AU","185000000"
"494","CC BY-SA 2.0 AU","88300000"
"495","CC BY 2.0 BE","407000000"
"496","CC BY-NC 2.0 BE","187000000"
"497","CC BY-NC-ND 2.0 BE","186000000"
"498","CC BY-NC-SA 2.0 BE","89100000"
"499","CC BY-ND 2.0 BE","407000000"
"500","CC BY-SA 2.0 BE","276000000"
"501","CC BY 2.0 BR","26200000"
"502","CC BY-NC 2.0 BR","7850000"
"503","CC BY-NC-ND 2.0 BR","7850000"
"504","CC BY-NC-SA 2.0 BR","803000"
"505","CC BY-ND 2.0 BR","31100000"
"506","CC BY-SA 2.0 BR","16000000"
"507","CC BY 2.0 CA","86700000"
"508","CC BY-NC 2.0 CA","23200000"
"509","CC BY-NC-ND 2.0 CA","23200000"
"510","CC BY-NC-SA 2.0 CA","10500000"
"511","CC BY-ND 2.0 CA","109000000"
"512","CC BY-SA 2.0 CA","43200000"
"513","CC BY 2.0 CL","171000000"
"514","CC BY-NC 2.0 CL","41800000"
"515","CC BY-NC-ND 2.0 CL","41800000"
"516","CC BY-NC-SA 2.0 CL","20400000"
"517","CC BY-ND 2.0 CL","172000000"
"518","CC BY-SA 2.0 CL","94900000"
"519","CC BY 2.0 DE","408000000"
"520","CC BY-NC 2.0 DE","154000000"
"521","CC BY-NC-ND 2.0 DE","154000000"
"522","CC BY-NC-SA 2.0 DE","72300000"
"523","CC BY-ND 2.0 DE","408000000"
"524","CC BY-SA 2.0 DE","244000000"
"525","CC BY 2.0 ES","171000000"
"526","CC BY-NC 2.0 ES","40400000"
"527","CC BY-NC-ND 2.0 ES","40400000"
"528","CC BY-NC-SA 2.0 ES","18500000"
"529","CC BY-ND 2.0 ES","169000000"
"530","CC BY-SA 2.0 ES","90900000"
"531","CC BY 2.0 FR","148000000"
"532","CC BY-NC 2.0 FR","36300000"
"533","CC BY-NC-ND 2.0 FR","36300000"
"534","CC BY-NC-SA 2.0 FR","13700000"
"535","CC BY-ND 2.0 FR","147000000"
"536","CC BY-SA 2.0 FR","56900000"
"537","CC BY 2.0 HR","200000000"
"538","CC BY-NC 2.0 HR","50600000"
"539","CC BY-NC-ND 2.0 HR","50600000"
"540","CC BY-NC-SA 2.0 HR","20000000"
"541","CC BY-ND 2.0 HR","200000000"
"542","CC BY-SA 2.0 HR","101000000"
"543","CC BY 2.0 IT","409000000"
"544","CC BY-NC 2.0 IT","194000000"
"545","CC BY-NC-ND 2.0 IT","194000000"
"546","CC BY-NC-SA 2.0 IT","90100000"
"547","CC BY-ND 2.0 IT","409000000"
"548","CC BY-SA 2.0 IT","286000000"
"549","CC BY 2.0 JP","66000000"
"550","CC BY-NC 2.0 JP","18100000"
"551","CC BY-NC-ND 2.0 JP","18100000"
"552","CC BY-NC-SA 2.0 JP","6530000"
"553","CC BY-ND 2.0 JP","84900000"
"554","CC BY-SA 2.0 JP","30500000"
"555","CC BY 2.0 KR","13800000"
"556","CC BY-NC 2.0 KR","817000"
"557","CC BY-NC-ND 2.0 KR","818000"
"558","CC BY-NC-SA 2.0 KR","336000"
"559","CC BY-ND 2.0 KR","17000000"
"560","CC BY-SA 2.0 KR","6070000"
"561","CC BY 2.0 NL","12900000"
"562","CC BY-NC 2.0 NL","641000"
"563","CC BY-NC-ND 2.0 NL","640000"
"564","CC BY-NC-SA 2.0 NL","331000"
"565","CC BY-ND 2.0 NL","15300000"
"566","CC BY-SA 2.0 NL","6390000"
"567","CC BY 2.0 PL","16900000"
"568","CC BY-NC 2.0 PL","880000"
"569","CC BY-NC-ND 2.0 PL","879000"
"570","CC BY-NC-SA 2.0 PL","543000"
"571","CC BY-ND 2.0 PL","19300000"
"572","CC BY-SA 2.0 PL","10300000"
"573","CC BY 2.0 TW","37400000"
"574","CC BY-NC 2.0 TW","14300000"
"575","CC BY-NC-ND 2.0 TW","14300000"
"576","CC BY-NC-SA 2.0 TW","837000"
"577","CC BY-ND 2.0 TW","47700000"
"578","CC BY-SA 2.0 TW","19800000"
"579","CC BY 2.0 UK","280000000"
"580","CC BY-NC 2.0 UK","72800000"
"581","CC BY-NC-ND 2.0 UK","73300000"
"582","CC BY-NC-SA 2.0 UK","26300000"
"583","CC BY-ND 2.0 UK","279000000"
"584","CC BY-SA 2.0 UK","138000000"
"585","CC BY 2.0 ZA","28400000"
"586","CC BY-NC 2.0 ZA","6090000"
"587","CC BY-NC-ND 2.0 ZA","6080000"
"588","CC BY-NC-SA 2.0 ZA","812000"
"589","CC BY-ND 2.0 ZA","28100000"
"590","CC BY-SA 2.0 ZA","16000000"
"591","CC BY 1.0 FI","14400000"
"592","CC BY-NC 1.0 FI","732000"
"593","CC BY-NC-SA 1.0 FI","445000"
"594","CC BY-ND 1.0 FI","14000000"
"595","CC BY-ND-NC 1.0 FI","743000"
"596","CC BY-SA 1.0 FI","2320000"
"597","CC BY 1.0 IL","27700000"
"598","CC BY-NC 1.0 IL","5880000"
